"seed","gapSize","method","sizeLeft","extremeLeft","tend_dif_point_gap","sizeRight","extremeRight","valueRMSE","valueDTW","timeExec_sys","timeExec_elap"
1,330,"seadec",1019,680,"-1",1,0,0.0373037242952967,0.00564422614120082,0,0.00900000000001455
1,330,"seasplit",1019,680,"-1",1,0,0.0495616820862243,0.00296115403106973,0,0.00300000000061118
1,345,"ssa",1004,670,"-1",1,0,0.035914301240309,0.00601419203773147,0,0.0730000000003201
1,345,"stine",1004,670,"-1",1,0,0.257294134731692,0.0429699215084289,0,0.00100000000020373
1,345,"locf",1004,670,"-1",1,0,0.0526140569229966,0.00414446773687102,1e-14,1e-14
1,345,"MAE",1004,670,"-1",1,0,0.0428876960152918,0.00517947926265246,0,0.0069999999996071
1,345,"seadec",1004,670,"-1",1,0,0.0373442169226589,0.00560343276134439,0,0.00900000000001455
1,345,"seasplit",1004,670,"-1",1,0,0.0528804360228454,0.00338270490154673,0,0.00399999999899592
1,360,"ssa",989,660,"-1",1,0,0.0404142685029412,0.0076964833859544,0,0.0760000000009313
1,360,"stine",989,660,"-1",1,0,0.209310365543313,0.0324219232681221,0,0.00100000000020373
1,360,"locf",989,660,"-1",1,0,0.0507185299839824,0.00599629311147165,1e-14,1e-14
1,360,"MAE",989,660,"-1",1,0,0.0392818215105782,0.0066041590785242,0,0.0069999999996071
1,360,"seadec",989,660,"-1",1,0,0.0543389720187907,0.00607276449525486,0,0.00799999999981083
1,360,"seasplit",989,660,"-1",1,0,0.0544689427829668,0.00709087909072935,0,0.00299999999879219
1,375,"ssa",974,652,"-1",1,0,0.039140411332211,0.00760185618784064,0,0.0799999999999272
1,375,"stine",974,652,"-1",1,0,0.0501380829297974,0.0060180501325569,0,0
1,375,"locf",974,652,"-1",1,0,0.0588797985396996,0.00600065393948255,1e-14,1e-14
1,375,"MAE",974,652,"-1",1,0,0.0366179272661673,0.0067421873136858,0,0.00799999999981083
1,375,"seadec",974,652,"-1",1,0,0.0596005065360592,0.0059971236193359,0,0.00799999999981083
1,375,"seasplit",974,652,"-1",1,0,0.0559447938757706,0.00713067902497819,0,0.00399999999899592
1,390,"ssa",959,641,"-1",1,0,0.0397128885942521,0.00768817211698975,0,0.0849999999991269
1,390,"stine",959,641,"-1",1,0,0.0600000196953606,0.0059131353700056,0,0.00100000000020373
1,390,"locf",959,641,"-1",1,0,0.0580724428069832,0.00599202807943027,1e-14,1e-14
1,390,"MAE",959,641,"-1",1,0,0.0351223489343297,0.00692139891365041,0,0.00900000000001455
1,390,"seadec",959,641,"-1",1,0,0.0590356726370587,0.00597141318474791,0,0.00999999999839929
1,390,"seasplit",959,641,"-1",1,0,0.0532622819170761,0.00670332685580828,0,0.00300000000061118
1,405,"ssa",944,633,"-1",1,0,0.041253976850174,0.00795898354083664,0,0.0750000000007276
1,405,"stine",944,633,"-1",1,0,0.0600262088079487,0.00610756227975955,0,0.00100000000020373
1,405,"locf",944,633,"-1",1,0,0.0546808283562537,0.00612072484257377,1e-14,1e-14
1,405,"MAE",944,633,"-1",1,0,0.0347993218482064,0.00745287893254384,0,0.00900000000001455
1,405,"seadec",944,633,"-1",1,0,0.0572528683731895,0.0061684268446245,0,0.00900000000001455
1,405,"seasplit",944,633,"-1",1,0,0.0547362300111723,0.00704565262352857,0,0.00400000000081491
1,420,"ssa",929,624,"-1",1,0,0.0404420920200239,0.00787293933450859,0,0.0750000000007276
1,420,"stine",929,624,"-1",1,0,0.276430675367096,0.0495811889204789,0,0.00100000000020373
1,420,"locf",929,624,"-1",1,0,0.0497114289183777,0.006874665934397,1e-14,1e-14
1,420,"MAE",929,624,"-1",1,0,0.0378340136945924,0.00728850084020822,0,0.0100000000002183
1,420,"seadec",929,624,"-1",1,0,0.054708367634693,0.00668139679274853,0,0.00900000000001455
1,420,"seasplit",929,624,"-1",1,0,0.0538380971367662,0.00689444054731101,0,0.00399999999899592
1,435,"ssa",914,614,"-1",1,0,0.0417175750314887,0.00912892881764322,0,0.0759999999991123
1,435,"stine",914,614,"-1",1,0,0.310153070723638,0.0589995664314384,0,0.00100000000020373
1,435,"locf",914,614,"-1",1,0,0.0552951977826446,0.00700308487453952,1e-14,1e-14
1,435,"MAE",914,614,"-1",1,0,0.0458941653052767,0.00847820412528732,0,0.011000000000422
1,435,"seadec",914,614,"-1",1,0,0.0579373558370474,0.00700280948969669,0,0.00900000000001455
1,435,"seasplit",914,614,"-1",1,0,0.0561634031639052,0.00395176202079899,0,0.00400000000081491
1,450,"ssa",899,601,"-1",1,0,0.0403685173443402,0.00798855929267994,0,0.0750000000007276
1,450,"stine",899,601,"-1",1,0,0.0580712295065992,0.00759350849057069,0,0.00100000000020373
1,450,"locf",899,601,"-1",1,0,0.0563645335893579,0.00751944922545674,1e-14,1e-14
1,450,"MAE",899,601,"-1",1,0,0.06064858652818,0.0102866350678001,0,0.011000000000422
1,450,"seadec",899,601,"-1",1,0,0.0487165530611145,0.00910882777023087,0,0.00900000000001455
1,450,"seasplit",899,601,"-1",1,0,0.0666845078365373,0.00533141783247465,0,0.00299999999879219
1,465,"ssa",884,590,"-1",1,0,0.0400282733242305,0.00806869114310455,0,0.0789999999997235
1,465,"stine",884,590,"-1",1,0,0.191411565667578,0.0299259359036895,0,0.00100000000020373
1,465,"locf",884,590,"-1",1,0,0.0638083549240393,0.00721699204430568,1e-14,1e-14
1,465,"MAE",884,590,"-1",1,0,0.0649322822641388,0.0102805372463885,0,0.010999999998603
1,465,"seadec",884,590,"-1",1,0,0.0497820588934672,0.0090037239351065,0,0.00900000000001455
1,465,"seasplit",884,590,"-1",1,0,0.0644551418992573,0.00452915993924287,0,0.00399999999899592
1,480,"ssa",869,578,"-1",1,0,0.0397101871568813,0.00781328849416459,0,0.0730000000003201
1,480,"stine",869,578,"-1",1,0,0.471957727082908,0.102551087002922,0,0.00100000000020373
1,480,"locf",869,578,"-1",1,0,0.0641681707887568,0.00718056554000779,1e-14,1e-14
1,480,"MAE",869,578,"-1",1,0,0.0693267078577317,0.0106924125583298,0,0.0129999999990105
1,480,"seadec",869,578,"-1",1,0,0.0495641397762903,0.0090107370024166,0,0.00900000000001455
1,480,"seasplit",869,578,"-1",1,0,0.0628607405577133,0.00449095452720362,0,0.00399999999899592
1,495,"ssa",854,569,"-1",1,0,0.0406884702657973,0.00787975559210476,0.00399999999999778,0.113999999999578
1,495,"stine",854,569,"-1",1,0,0.0599443783304687,0.00759673351290408,0,0.00100000000020373
1,495,"locf",854,569,"-1",1,0,0.0562573588124355,0.00750867968478692,1e-14,1e-14
1,495,"MAE",854,569,"-1",1,0,0.0740278424286318,0.0108163756525906,0,0.0129999999990105
1,495,"seadec",854,569,"-1",1,0,0.048500868926707,0.00921364596100666,0,0.0100000000002183
1,495,"seasplit",854,569,"-1",1,0,0.072348603833399,0.00699297258428678,0,0.00400000000081491
1,510,"ssa",839,561,"-1",1,0,0.0399631826356241,0.00802974195286307,0,0.0830000000005384
1,510,"stine",839,561,"-1",1,0,0.0630173818214111,0.00738286314617464,0,0.00100000000020373
1,510,"locf",839,561,"-1",1,0,0.0586743805451223,0.0071087289265132,1e-14,1e-14
1,510,"MAE",839,561,"-1",1,0,0.0783661210498714,0.0106468034633997,0,0.0140000000010332
1,510,"seadec",839,561,"-1",1,0,0.0487898816098699,0.00911178425333736,0,0.0100000000002183
1,510,"seasplit",839,561,"-1",1,0,0.0710671279674733,0.00653705226589132,0,0.00400000000081491
1,525,"ssa",824,551,"-1",1,0,0.042319091329002,0.00787445066479442,0,0.0729999999985012
1,525,"stine",824,551,"-1",1,0,0.0595052878494508,0.00786389312824535,0,0
1,525,"locf",824,551,"-1",1,0,0.0634265604104131,0.00705208822308142,1e-14,1e-14
1,525,"MAE",824,551,"-1",1,0,0.0825342614087702,0.0107043677527062,0,0.0149999999994179
1,525,"seadec",824,551,"-1",1,0,0.0490625514104521,0.00910385305387029,0,0.00900000000001455
1,525,"seasplit",824,551,"-1",1,0,0.0673606520786461,0.00608935806764106,0,0.00299999999879219
1,540,"ssa",809,543,"-1",1,0,0.0579614538980065,0.0109180522673419,0.0120000000000005,0.121999999999389
1,540,"stine",809,543,"-1",1,0,0.0730941833995953,0.0094957819124018,0,0.00100000000020373
1,540,"locf",809,543,"-1",1,0,0.0628327150260451,0.0094965584206666,1e-14,1e-14
1,540,"MAE",809,543,"-1",1,0,0.0885852610673025,0.0139604597330428,0,0.0180000000000291
1,540,"seadec",809,543,"-1",1,0,0.0671261008986922,0.00970305819770396,0.00100000000000477,0.00900000000001455
1,540,"seasplit",809,543,"-1",1,0,0.0694178406079986,0.0113557903039056,0,0.00600000000122236
1,555,"ssa",794,532,"-1",1,0,0.0538950994018029,0.0106348337939182,0,0.0730000000003201
1,555,"stine",794,532,"-1",1,0,0.506950065745543,0.0978466815450456,0,0
1,555,"locf",794,532,"-1",1,0,0.061931870948193,0.00955725265040822,1e-14,1e-14
1,555,"MAE",794,532,"-1",1,0,0.103225962338012,0.0162151429583041,0,0.0169999999998254
1,555,"seadec",794,532,"-1",1,0,0.0670498767650218,0.00969209619241426,0,0.00799999999981083
1,555,"seasplit",794,532,"-1",1,0,0.0666169705027622,0.011476526659238,0,0.00399999999899592
1,570,"ssa",779,519,"-1",1,0,0.0587025767375796,0.0112384127067489,0,0.0830000000005384
1,570,"stine",779,519,"-1",1,0,0.0736088039638531,0.00946924263582932,0,0.00100000000020373
1,570,"locf",779,519,"-1",1,0,0.0708606682992425,0.00950985947872729,1e-14,1e-14
1,570,"MAE",779,519,"-1",1,0,0.118856368182508,0.0184981576854584,0,0.0199999999986176
1,570,"seadec",779,519,"-1",1,0,0.0720382452321689,0.00955314544710591,0,0.00900000000001455
1,570,"seasplit",779,519,"-1",1,0,0.0662383212525741,0.0120497879507916,0,0.00300000000061118
1,585,"ssa",764,510,"-1",1,0,0.0609544251873654,0.011579371783263,0,0.100000000000364
1,585,"stine",764,510,"-1",1,0,0.497188750668996,0.0909276310086246,0,0.000999999998384737
1,585,"locf",764,510,"-1",1,0,0.0694535026938404,0.0095636475517753,1e-14,1e-14
1,585,"MAE",764,510,"-1",1,0,0.135526720815585,0.0205925773226904,0,0.0180000000000291
1,585,"seadec",764,510,"-1",1,0,0.0714063027748716,0.00960037583528829,0,0.00799999999981083
1,585,"seasplit",764,510,"-1",1,0,0.0681904958000412,0.0112160087408174,0,0.00400000000081491
1,600,"ssa",749,500,"-1",1,0,0.0559480208653704,0.0103563821669436,0.00600000000000023,0.0960000000013679
1,600,"stine",749,500,"-1",1,0,0.345312305529685,0.0722756600272376,0,0.00100000000020373
1,600,"locf",749,500,"-1",1,0,0.0518254652184605,0.0108996463370201,1e-14,0.00100000000021373
1,600,"MAE",749,500,"-1",1,0,0.153672494234656,0.0228623075821089,0,0.022000000000844
1,600,"seadec",749,500,"-1",1,0,0.0608358501421837,0.0102281112690027,0,0.00900000000001455
1,600,"seasplit",749,500,"-1",1,0,0.0670440957475669,0.012373047677053,0,0.00400000000081491
1,615,"ssa",734,490,"-1",1,0,0.0621843079074648,0.012398865712939,0,0.0779999999995198
1,615,"stine",734,490,"-1",1,0,0.051456934776673,0.010664364474863,0,0.000999999998384737
1,615,"locf",734,490,"-1",1,0,0.0735259511535644,0.00964877596856296,1e-14,1e-14
1,615,"MAE",734,490,"-1",1,0,0.173255583662434,0.0259291625607201,0,0.0209999999988213
1,615,"seadec",734,490,"-1",1,0,0.073610645797885,0.0096326435898731,0,0.00799999999981083
1,615,"seasplit",734,490,"-1",1,0,0.0678923559691001,0.00570141958586448,0,0.00300000000061118
1,630,"ssa",719,479,"-1",1,0,0.0612365579359494,0.0122946405885557,0,0.0730000000003201
1,630,"stine",719,479,"-1",1,0,0.0714208116505043,0.0102809605682105,0,0.00100000000020373
1,630,"locf",719,479,"-1",1,0,0.073433574295355,0.00983986667778155,1e-14,0.00100000000021373
1,630,"MAE",719,479,"-1",1,0,0.194540710014524,0.0287924404313064,0,0.0210000000006403
1,630,"seadec",719,479,"-1",1,0,0.0597046904422088,0.012182126628989,0,0.00900000000001455
1,630,"seasplit",719,479,"-1",1,0,0.0775885994334271,0.00776873337068576,0,0.00399999999899592
1,645,"ssa",704,472,"-1",1,0,0.0597835761737879,0.0122216440656195,0,0.0460000000002765
1,645,"stine",704,472,"-1",1,0,0.113237900383244,0.0139456498242051,0,0
1,645,"locf",704,472,"-1",1,0,0.0724399637812027,0.00974685228828829,1e-14,1e-14
1,645,"MAE",704,472,"-1",1,0,0.208342048898979,0.0320601069415969,0,0.021999999999025
1,645,"seadec",704,472,"-1",1,0,0.0592747936839068,0.0122224114199819,0,0.00799999999981083
1,645,"seasplit",704,472,"-1",1,0,0.0746450370960564,0.00670249020046522,0,0.00400000000081491
1,660,"ssa",689,462,"-1",1,0,0.0624669032421329,0.0120910091876641,0,0.0249999999996362
1,660,"stine",689,462,"-1",1,0,0.883801322320277,0.152712956534926,0,0.00100000000020373
1,660,"locf",689,462,"-1",1,0,0.0938435215923831,0.0109808529195581,1e-14,1e-14
1,660,"MAE",689,462,"-1",1,0,0.222321409487101,0.0356341329577717,0,0.0229999999992287
1,660,"seadec",689,462,"-1",1,0,0.0638149691422867,0.0119971838173805,0,0.00900000000001455
1,660,"seasplit",689,462,"-1",1,0,0.0732433173023878,0.00659324305382563,0.00499999999999545,0.0259999999998399
2,1,"ssa",1348,911,"1",1,0,0.000606544294798039,1.65080447627939e-05,0,0.0720000000001164
2,1,"stine",1348,911,"1",1,0,0.00225045958544807,3.22867905380794e-05,0,0.00100000000020373
2,1,"locf",1348,911,"1",1,0,0.00237258486751243,3.22867905380794e-05,1e-14,1e-14
2,1,"MAE",1348,911,"1",1,0,0.00216464136070432,3.22867905380794e-05,0,0
2,1,"seadec",1348,911,"1",1,0,0.00229121264422163,3.22867905380794e-05,0,0.00799999999981083
2,1,"seasplit",1348,911,"1",1,0,0.00159990131148885,3.22867905380794e-05,0,0.000999999998384737
2,2,"ssa",1347,910,"-1",1,0,0.0016721494492406,3.64793007433736e-05,0.00100000000000477,0.0889999999999418
2,2,"stine",1347,910,"-1",1,0,0.00195436798943268,3.30515197441754e-05,0,0.00200000000040745
2,2,"locf",1347,910,"-1",1,0,0.00190918579387882,3.22867905380794e-05,1e-14,1e-14
2,2,"MAE",1347,910,"-1",1,0,0.00194961079328462,3.42096634868603e-05,0,0
2,2,"seadec",1347,910,"-1",1,0,0.00206875736508642,4.40358543966866e-05,0,0.00900000000001455
2,2,"seasplit",1347,910,"-1",1,0,0.00258315021707204,2.64625699642406e-05,0,0.00199999999858846
2,3,"ssa",1346,909,"-1",1,0,0.00189929622701764,5.12338784522188e-05,0,0.0720000000001164
2,3,"stine",1346,909,"-1",1,0,0.00200168436328499,3.41639732660218e-05,0,0.00100000000020373
2,3,"locf",1346,909,"-1",1,0,0.00199021065807438,3.37674062572305e-05,1e-14,0.000999999998394737
2,3,"MAE",1346,909,"-1",1,0,0.00220742585534284,4.45110479767282e-05,0,0
2,3,"seadec",1346,909,"-1",1,0,0.00205933338933117,4.52750790882007e-05,0,0.00900000000001455
2,3,"seasplit",1346,909,"-1",1,0,0.00259713617379143,3.52690031074646e-05,0,0.00200000000040745
2,4,"ssa",1345,908,"-1",1,0,0.00299090434059723,4.54638262558095e-05,0.00499999999999545,0.110000000000582
2,4,"stine",1345,908,"-1",1,0,0.00290758472796565,6.08603185270926e-05,0,0.00100000000020373
2,4,"locf",1345,908,"-1",1,0,0.00311943133493027,3.44711628524071e-05,1e-14,1e-14
2,4,"MAE",1345,908,"-1",1,0,0.00156717413600508,6.46200486716412e-05,0,0
2,4,"seadec",1345,908,"-1",1,0,0.00274843880353787,6.85698210804169e-05,0,0.00900000000001455
2,4,"seasplit",1345,908,"-1",1,0,0.00277290026137186,5.35923970563858e-05,0,0.00200000000040745
2,5,"ssa",1344,908,"-1",1,0,0.00301216398260877,5.95751395344813e-05,0,0.0990000000001601
2,5,"stine",1344,908,"-1",1,0,0.00253916265997837,5.78009625827334e-05,0,0.00100000000020373
2,5,"locf",1344,908,"-1",1,0,0.00247795282169277,5.5131331451079e-05,1e-14,1e-14
2,5,"MAE",1344,908,"-1",1,0,0.00251117558920597,5.76187652640102e-05,0,0
2,5,"seadec",1344,908,"-1",1,0,0.00242409100809446,7.37389988229572e-05,0,0.0100000000002183
2,5,"seasplit",1344,908,"-1",1,0,0.00320980507425969,6.17992396998036e-05,0,0.00299999999879219
2,6,"ssa",1343,907,"1",1,0,0.0031818127790111,7.63806099253439e-05,0,0.0910000000003492
2,6,"stine",1343,907,"1",1,0,0.00292056173427789,7.14741356843623e-05,0,0.000999999998384737
2,6,"locf",1343,907,"1",1,0,0.00318816415179782,6.0425681273116e-05,1e-14,1e-14
2,6,"MAE",1343,907,"1",1,0,0.00267702582972893,6.02410081450382e-05,0,0.00100000000020373
2,6,"seadec",1343,907,"1",1,0,0.00276640816974713,7.16483766421435e-05,0,0.00900000000001455
2,6,"seasplit",1343,907,"1",1,0,0.00322506196376623,6.46705446558536e-05,0,0.00300000000061118
2,7,"ssa",1342,907,"-1",1,0,0.00277785712417653,0.000117227670659194,0.00400000000000489,0.0959999999995489
2,7,"stine",1342,907,"-1",1,0,0.00258792148211986,7.08374141386884e-05,0,0.00100000000020373
2,7,"locf",1342,907,"-1",1,0,0.00237005864460352,6.63783803053243e-05,1e-14,1e-14
2,7,"MAE",1342,907,"-1",1,0,0.00247684879857561,7.56540192550075e-05,0,0
2,7,"seadec",1342,907,"-1",1,0,0.00253719406894476,8.13637100855497e-05,0,0.00900000000001455
2,7,"seasplit",1342,907,"-1",1,0,0.00347243978332296,7.38775354706094e-05,0,0.00300000000061118
2,8,"ssa",1341,906,"-1",1,0,0.00286856520541146,0.000122248713121141,0,0.0709999999999127
2,8,"stine",1341,906,"-1",1,0,0.00254502155295735,7.10143232663931e-05,0,0.00100000000020373
2,8,"locf",1341,906,"-1",1,0,0.00240169779924397,7.0883014213224e-05,1e-14,1e-14
2,8,"MAE",1341,906,"-1",1,0,0.00242751353683455,7.69096912114772e-05,0,0
2,8,"seadec",1341,906,"-1",1,0,0.0025374057728236,8.16497528909123e-05,0,0.00900000000001455
2,8,"seasplit",1341,906,"-1",1,0,0.00347793286739295,7.88230856865685e-05,0,0.00299999999879219
2,9,"ssa",1340,905,"1",1,0,0.00293187560952249,0.000135528426969332,0,0.0840000000007421
2,9,"stine",1340,905,"1",1,0,0.00296142343619674,9.04120501213703e-05,0,0.000999999998384737
2,9,"locf",1340,905,"1",1,0,0.00317325803875983,8.06154769328088e-05,1e-14,1e-14
2,9,"MAE",1340,905,"1",1,0,0.00265110863738102,7.84312701543334e-05,0,0
2,9,"seadec",1340,905,"1",1,0,0.00286039922192107,8.60209415475691e-05,0,0.00900000000001455
2,9,"seasplit",1340,905,"1",1,0,0.00349933959167363,8.9713931609045e-05,0,0.00299999999879219
2,10,"ssa",1339,904,"-1",1,0,0.00329560036124314,0.000145470101396348,0,0.0740000000005239
2,10,"stine",1339,904,"-1",1,0,0.00262321945717423,8.24822227251622e-05,0,0.00100000000020373
2,10,"locf",1339,904,"-1",1,0,0.00246731601957973,7.79610868671911e-05,1e-14,1e-14
2,10,"MAE",1339,904,"-1",1,0,0.0026132117555787,8.59197648497981e-05,0,0
2,10,"seadec",1339,904,"-1",1,0,0.0027805340239862,8.85624601272538e-05,0,0.00900000000001455
2,10,"seasplit",1339,904,"-1",1,0,0.00360624367363085,9.47979981883252e-05,0,0.00300000000061118
2,11,"ssa",1338,904,"-1",1,0,0.00340879279543289,0.000144116401159221,0,0.0779999999995198
2,11,"stine",1338,904,"-1",1,0,0.00263217801266865,8.59430244186724e-05,0,0
2,11,"locf",1338,904,"-1",1,0,0.00246572660204044,7.77991956647023e-05,1e-14,0.000999999998394737
2,11,"MAE",1338,904,"-1",1,0,0.00256587741841762,8.29932787896212e-05,0,0
2,11,"seadec",1338,904,"-1",1,0,0.0026629361958058,9.98053910549189e-05,0,0.0100000000002183
2,11,"seasplit",1338,904,"-1",1,0,0.00362924435606706,9.99098541576544e-05,0,0.00400000000081491
2,12,"ssa",1337,903,"1",1,0,0.00351723917149142,0.000136640080981617,0,0.0720000000001164
2,12,"stine",1337,903,"1",1,0,0.00312296654023308,0.000110565447837005,0,0.00100000000020373
2,12,"locf",1337,903,"1",1,0,0.00348508546709771,9.64012756787762e-05,1e-14,1e-14
2,12,"MAE",1337,903,"1",1,0,0.0028094262932713,8.71055605796941e-05,0,0
2,12,"seadec",1337,903,"1",1,0,0.00276815482835753,0.000102907788524873,0,0.00900000000001455
2,12,"seasplit",1337,903,"1",1,0,0.0036609435748561,0.000118039231568638,0,0.00300000000061118
2,13,"ssa",1336,902,"-1",1,0,0.00387275829032859,0.000118351715667528,0,0.0830000000005384
2,13,"stine",1336,902,"-1",1,0,0.00346361441886921,0.000118521556450897,0,0.00100000000020373
2,13,"locf",1336,902,"-1",1,0,0.00384544958831207,0.000100717755679062,1e-14,1e-14
2,13,"MAE",1336,902,"-1",1,0,0.00255563122326029,0.000110782879034452,0,0.00100000000020373
2,13,"seadec",1336,902,"-1",1,0,0.00287576379092849,0.000125767059701409,0,0.011000000000422
2,13,"seasplit",1336,902,"-1",1,0,0.00385956194209466,0.000123339596744537,0,0.00300000000061118
2,14,"ssa",1335,901,"1",1,0,0.00386810056726055,0.000120474707617551,0,0.0720000000001164
2,14,"stine",1335,901,"1",1,0,0.00326880933468709,0.000121530318977465,0,0.00100000000020373
2,14,"locf",1335,901,"1",1,0,0.00338875403541567,0.000114053537488299,1e-14,1e-14
2,14,"MAE",1335,901,"1",1,0,0.00287900556317391,0.000108420452347453,0,0
2,14,"seadec",1335,901,"1",1,0,0.00304583710657706,0.000115733936281283,0,0.00900000000001455
2,14,"seasplit",1335,901,"1",1,0,0.00392937159787447,0.000129000040516716,0,0.00299999999879219
2,15,"ssa",1334,901,"-1",1,0,0.00411383444580538,0.00013019473087168,0,0.0740000000005239
2,15,"stine",1334,901,"-1",1,0,0.00292983993389544,0.00011882435217532,0,0.00100000000020373
2,15,"locf",1334,901,"-1",1,0,0.0027241033931384,0.000106215951231593,1e-14,1e-14
2,15,"MAE",1334,901,"-1",1,0,0.00307434616675493,0.0001154427861003,0,0.00100000000020373
2,15,"seadec",1334,901,"-1",1,0,0.00287215086232066,0.000122966967075814,0,0.00900000000001455
2,15,"seasplit",1334,901,"-1",1,0,0.00393262797415002,0.00013335482748559,0,0.00299999999879219
2,16,"ssa",1333,900,"-1",1,0,0.00397294126171145,0.000161325788663526,0,0.0709999999999127
2,16,"stine",1333,900,"-1",1,0,0.00493298332197805,0.000152393546516194,0,0.00100000000020373
2,16,"locf",1333,900,"-1",1,0,0.00570516127087364,0.000123764309387047,1e-14,1e-14
2,16,"MAE",1333,900,"-1",1,0,0.00288226080567687,0.000145481039627942,0,0.00100000000020373
2,16,"seadec",1333,900,"-1",1,0,0.00331865559569448,0.000150737582543957,0,0.00900000000001455
2,16,"seasplit",1333,900,"-1",1,0,0.00377601108726195,0.000150529271422189,0.00199999999999534,0.021999999999025
2,17,"ssa",1332,899,"-1",1,0,0.00421352560610299,0.000152875842995407,0,0.0749999999989086
2,17,"stine",1332,899,"-1",1,0,0.00320584811489319,0.000135052530426871,0,0.000999999998384737
2,17,"locf",1332,899,"-1",1,0,0.00298708239810534,0.000122776580693869,1e-14,1e-14
2,17,"MAE",1332,899,"-1",1,0,0.00312533452703061,0.000133047440465779,0,0
2,17,"seadec",1332,899,"-1",1,0,0.00286459436761132,0.000152674750061169,0,0.00900000000001455
2,17,"seasplit",1332,899,"-1",1,0,0.00420575022483086,0.000171633932557916,0,0.00300000000061118
2,18,"ssa",1331,898,"-1",1,0,0.00429303107330321,0.000165482430057769,0,0.0740000000005239
2,18,"stine",1331,898,"-1",1,0,0.00351889749996349,0.000146948508704616,0,0.000999999998384737
2,18,"locf",1331,898,"-1",1,0,0.00380893812382562,0.000140324938849323,1e-14,0.00100000000021373
2,18,"MAE",1331,898,"-1",1,0,0.00296911468418183,0.000147768776437621,0,0
2,18,"seadec",1331,898,"-1",1,0,0.00304790087764541,0.000144061918841862,0,0.00900000000001455
2,18,"seasplit",1331,898,"-1",1,0,0.00421027333182944,0.000164308115133843,0,0.00300000000061118
2,19,"ssa",1330,898,"-1",1,0,0.00429838140102328,0.000168165730540779,0,0.0829999999987194
2,19,"stine",1330,898,"-1",1,0,0.00340136400790981,0.000157462288827791,0,0.00100000000020373
2,19,"locf",1330,898,"-1",1,0,0.00347340963762381,0.000152413767784695,1e-14,1e-14
2,19,"MAE",1330,898,"-1",1,0,0.00317690703450308,0.000151474234548152,0,0
2,19,"seadec",1330,898,"-1",1,0,0.00340544509516665,0.000160604198440464,0,0.00900000000001455
2,19,"seasplit",1330,898,"-1",1,0,0.00415670620870772,0.000175389078880888,0,0.00400000000081491
2,20,"ssa",1329,897,"1",1,0,0.00450214204853799,0.000172398343609326,0.00300000000000011,0.0900000000001455
2,20,"stine",1329,897,"1",1,0,0.00398443423468836,0.000170009208674362,0,0.00100000000020373
2,20,"locf",1329,897,"1",1,0,0.00417379480568651,0.000161623470500687,1e-14,1e-14
2,20,"MAE",1329,897,"1",1,0,0.00338381482158225,0.000161392779945569,0,0.00100000000020373
2,20,"seadec",1329,897,"1",1,0,0.00321672606365971,0.000153482308367723,0,0.00900000000001455
2,20,"seasplit",1329,897,"1",1,0,0.00404226808034133,0.000185842108416982,0,0.00399999999899592
2,21,"ssa",1328,896,"-1",1,0,0.00484518320344896,0.000192300920329322,0,0.0820000000003347
2,21,"stine",1328,896,"-1",1,0,0.00374718509317493,0.000170924259587378,0,0.00100000000020373
2,21,"locf",1328,896,"-1",1,0,0.00391784202362566,0.000165963292851742,1e-14,1e-14
2,21,"MAE",1328,896,"-1",1,0,0.00329997916587599,0.00018028793826274,0,0
2,21,"seadec",1328,896,"-1",1,0,0.00330432554293806,0.000170150090505743,0,0.00900000000001455
2,21,"seasplit",1328,896,"-1",1,0,0.00403655279416339,0.000190244124970441,0,0.00399999999899592
2,22,"ssa",1327,895,"-1",1,0,0.00490024277584245,0.000195674097044864,0,0.0730000000003201
2,22,"stine",1327,895,"-1",1,0,0.0035801082924253,0.000168357028911704,0,0.00100000000020373
2,22,"locf",1327,895,"-1",1,0,0.00331425792083654,0.000159030948514741,1e-14,1e-14
2,22,"MAE",1327,895,"-1",1,0,0.00346612802106952,0.000171145502129792,0,0.00100000000020373
2,22,"seadec",1327,895,"-1",1,0,0.0031311726690601,0.000174227664275654,0,0.00799999999981083
2,22,"seasplit",1327,895,"-1",1,0,0.00394839299573328,0.000190961424810688,0,0.00400000000081491
2,23,"ssa",1326,894,"-1",1,0,0.00514614661827446,0.000218024601704832,0,0.0839999999989232
2,23,"stine",1326,894,"-1",1,0,0.00445751467583404,0.000201242624202574,0,0.000999999998384737
2,23,"locf",1326,894,"-1",1,0,0.00410681989082506,0.000176740936833676,1e-14,1e-14
2,23,"MAE",1326,894,"-1",1,0,0.00339652734246252,0.000187309266744172,0,0.00100000000020373
2,23,"seadec",1326,894,"-1",1,0,0.00321823793875464,0.000179208124724021,0,0.00999999999839929
2,23,"seasplit",1326,894,"-1",1,0,0.00481361914967806,0.000221942434406753,0,0.00399999999899592
2,24,"ssa",1325,893,"-1",1,0,0.0052137858756685,0.000220061056153214,0,0.0870000000013533
2,24,"stine",1325,893,"-1",1,0,0.00349008436225201,0.000177349677613764,0,0.00100000000020373
2,24,"locf",1325,893,"-1",1,0,0.00333050101665488,0.000174471266093803,1e-14,1e-14
2,24,"MAE",1325,893,"-1",1,0,0.00340891577416382,0.000176020570490947,0,0.00100000000020373
2,24,"seadec",1325,893,"-1",1,0,0.00306533649256673,0.000187554250275799,0,0.011000000000422
