"gapSize","method","rmse","sdRmse","error"
66,"seasplit",0.00991362606708703,0.00346415322159566,0.00104040484939697
67,"ssa",0.0132119937390078,0.00175108786011645,0.000525912159435645
67,"stine",0.00967898086525287,0.00224381066964112,0.00067389383566238
67,"locf",0.00856863866257894,0.00220196404794581,0.000661325849964959
67,"MAE",0.0152242847354362,0.00126375222630388,0.000379548438125132
67,"seadec",0.0083756674110345,0.00217470450326541,0.000653138867270016
67,"seasplit",0.00996937681922456,0.00342130404843198,0.00102753576286979
68,"ssa",0.0135999673006734,0.00189375513333422,0.000568760068696898
68,"stine",0.0104062440227343,0.00352249269352422,0.00105792620761154
68,"locf",0.00894908554180229,0.00296951552968949,0.000891848067859271
68,"MAE",0.0160210114400683,0.00133870344546191,0.000402058877731006
68,"seadec",0.0084153384646375,0.00235068084831426,0.00070599064115421
68,"seasplit",0.0100643105227007,0.00349337796008111,0.00104918204766091
69,"ssa",0.0139480122718301,0.00192593341018685,0.000578424316535015
69,"stine",0.0104300197590864,0.00308587349455114,0.000926794383210836
69,"locf",0.00908628043137606,0.00321058640204166,0.000964249976377634
