"idSwarm","id","cpuPercentage","algorithm","req","runtime"
"pc1","us-central1-a",0.19,"stine",3,6.04
"pc1","us-central1-a",0.19,"stine",2,6.04
"pc1","us-central1-a",0.19,"stine",2,5.86
"pc1","us-central1-a",0.19,"stine",3,5.88
"pc1","us-central1-a",0.19,"stine",1,5.88
"pc1","us-central1-a",0.19,"stine",4,5.88
"pc1","us-central1-a",0.19,"stine",2,5.9
"pc1","us-central1-a",0.19,"stine",1,5.96
"pc1","us-central1-a",0.19,"stine",3,5.97
"pc1","us-central1-a",0.19,"stine",4,5.96
"pc1","us-central1-a",0.19,"stine",4,6
"pc1","us-central1-a",0.19,"stine",1,6.04
"pc1","us-central1-a",0.19,"stine",2,6.04
"pc1","us-central1-a",0.19,"stine",3,6.04
"pc1","us-central1-a",0.19,"stine",4,6.04
"pc1","us-central1-a",0.19,"stine",3,6.04
"pc1","us-central1-a",0.19,"stine",1,6.04
"pc1","us-central1-a",0.19,"stine",2,6.04
"pc1","us-central1-a",0.19,"stine",4,5.99
"pc1","us-central1-a",0.19,"stine",3,5.99
"pc1","us-central1-a",0.19,"stine",2,6.08
"pc1","us-central1-a",0.19,"stine",1,6.18
"pc1","us-central1-a",0.19,"stine",1,5.87
"pc1","us-central1-a",0.19,"stine",2,6.05
"pc1","us-central1-a",0.19,"stine",4,6.11
"pc1","us-central1-a",0.19,"stine",3,6.23
"pc1","us-central1-a",0.19,"stine",1,5.86
"pc1","us-central1-a",0.19,"stine",2,6.14
"pc1","us-central1-a",0.19,"stine",3,6.23
"pc1","us-central1-a",0.19,"stine",4,6.32
"pc1","us-central1-a",0.19,"stine",1,5.96
"pc1","us-central1-a",0.19,"stine",4,6.13
"pc1","us-central1-a",0.19,"stine",3,6.13
"pc1","us-central1-a",0.19,"stine",2,6.15
"pc1","us-central1-a",0.19,"stine",2,6.24
"pc1","us-central1-a",0.19,"stine",1,6.23
"pc1","us-central1-a",0.19,"stine",3,6.23
"pc1","us-central1-a",0.19,"stine",4,6.32
"pc1","us-central1-a",0.19,"stine",2,6.07
"pc1","us-central1-a",0.19,"stine",1,6.08
"pc1","us-central1-a",0.19,"stine",4,6.06
"pc1","us-central1-a",0.19,"stine",3,6.15
"pc1","us-central1-a",0.19,"stine",4,6.08
"pc1","us-central1-a",0.19,"stine",3,6.08
"pc1","us-central1-a",0.19,"stine",2,6.08
"pc1","us-central1-a",0.19,"stine",1,6.08
"pc1","us-central1-a",0.19,"stine",1,5.81
"pc1","us-central1-a",0.19,"stine",4,5.86
"pc1","us-central1-a",0.19,"stine",2,6.09
"pc1","us-central1-a",0.19,"stine",3,6.38
"pc1","us-central1-a",0.19,"stine",2,5.55
"pc1","us-central1-a",0.19,"stine",1,6.04
"pc1","us-central1-a",0.19,"stine",4,6.04
"pc1","us-central1-a",0.19,"stine",3,6.43
"pc1","us-central1-a",0.19,"stine",3,5.96
"pc1","us-central1-a",0.19,"stine",1,6.04
"pc1","us-central1-a",0.19,"stine",4,6.06
"pc1","us-central1-a",0.19,"stine",2,6.06
"pc1","us-central1-a",0.19,"stine",4,6.1
"pc1","us-central1-a",0.19,"stine",1,6.1
"pc1","us-central1-a",0.19,"stine",2,6.1
"pc1","us-central1-a",0.19,"stine",3,6.1
"pc1","us-central1-a",0.19,"stine",2,5.99
"pc1","us-central1-a",0.19,"stine",3,6
"pc1","us-central1-a",0.19,"stine",1,6.07
"pc1","us-central1-a",0.19,"stine",4,6.07
"pc1","us-central1-a",0.19,"stine",4,5.95
"pc1","us-central1-a",0.19,"stine",3,5.96
"pc1","us-central1-a",0.19,"stine",1,5.97
"pc1","us-central1-a",0.19,"stine",2,6.05
"pc1","us-central1-a",0.06,"locf",4,19.27
"pc1","us-central1-a",0.06,"locf",1,19.41
"pc1","us-central1-a",0.06,"locf",2,19.48
"pc1","us-central1-a",0.06,"locf",3,19.48
"pc1","us-central1-a",0.06,"locf",2,19.15
"pc1","us-central1-a",0.06,"locf",3,19.25
"pc1","us-central1-a",0.06,"locf",1,19.35
"pc1","us-central1-a",0.06,"locf",4,19.35
"pc1","us-central1-a",0.06,"locf",1,18.07
"pc1","us-central1-a",0.06,"locf",3,18.15
"pc1","us-central1-a",0.06,"locf",2,18.16
"pc1","us-central1-a",0.06,"locf",4,18.25
"pc1","us-central1-a",0.06,"locf",2,17.09
"pc1","us-central1-a",0.06,"locf",1,17.37
"pc1","us-central1-a",0.06,"locf",3,17.46
"pc1","us-central1-a",0.06,"locf",4,17.46
"pc1","us-central1-a",0.06,"locf",2,17.51
"pc1","us-central1-a",0.06,"locf",1,17.62
"pc1","us-central1-a",0.06,"locf",4,17.7
"pc1","us-central1-a",0.06,"locf",3,18.11
"pc1","us-central1-a",0.06,"locf",3,17.44
"pc1","us-central1-a",0.06,"locf",1,17.66
"pc1","us-central1-a",0.06,"locf",2,17.66
"pc1","us-central1-a",0.06,"locf",4,17.93
"pc1","us-central1-a",0.06,"locf",1,17.4
"pc1","us-central1-a",0.06,"locf",2,17.59
"pc1","us-central1-a",0.06,"locf",4,17.88
"pc1","us-central1-a",0.06,"locf",3,17.88
"pc1","us-central1-a",0.06,"locf",4,17.67
"pc1","us-central1-a",0.06,"locf",1,17.65
"pc1","us-central1-a",0.06,"locf",3,17.65
"pc1","us-central1-a",0.06,"locf",2,17.96
"pc1","us-central1-a",0.06,"locf",3,17.53
"pc1","us-central1-a",0.06,"locf",4,17.53
"pc1","us-central1-a",0.06,"locf",1,17.64
"pc1","us-central1-a",0.06,"locf",2,17.64
"pc1","us-central1-a",0.06,"locf",1,17.26
"pc1","us-central1-a",0.06,"locf",4,17.54
"pc1","us-central1-a",0.06,"locf",3,17.64
"pc1","us-central1-a",0.06,"locf",2,17.66
"pc1","us-central1-a",0.06,"locf",1,17.86
"pc1","us-central1-a",0.06,"locf",3,17.94
"pc1","us-central1-a",0.06,"locf",2,18.35
"pc1","us-central1-a",0.06,"locf",4,18.45
"pc1","us-central1-a",0.06,"locf",4,17.63
"pc1","us-central1-a",0.06,"locf",3,17.84
"pc1","us-central1-a",0.06,"locf",1,17.96
"pc1","us-central1-a",0.06,"locf",2,18.24
"pc1","us-central1-a",0.06,"locf",1,17.87
"pc1","us-central1-a",0.06,"locf",3,17.94
"pc1","us-central1-a",0.06,"locf",2,18.03
"pc1","us-central1-a",0.06,"locf",4,18.03
"pc1","us-central1-a",0.06,"locf",2,17.86
"pc1","us-central1-a",0.06,"locf",1,17.97
"pc1","us-central1-a",0.06,"locf",3,18.24
"pc1","us-central1-a",0.06,"locf",4,18.44
"pc1","us-central1-a",0.06,"locf",1,17.39
"pc1","us-central1-a",0.06,"locf",3,17.58
"pc1","us-central1-a",0.06,"locf",2,17.87
"pc1","us-central1-a",0.06,"locf",4,17.87
"pc1","us-central1-a",0.06,"locf",3,17.82
"pc1","us-central1-a",0.06,"locf",1,17.85
"pc1","us-central1-a",0.06,"locf",2,17.85
"pc1","us-central1-a",0.06,"locf",4,17.9
"pc1","us-central1-a",0.06,"locf",4,17.69
"pc1","us-central1-a",0.06,"locf",3,17.97
"pc1","us-central1-a",0.06,"locf",2,17.96
"pc1","us-central1-a",0.06,"locf",1,17.96
"pc1","us-central1-a",0.06,"locf",3,17.73
"pc1","us-central1-a",0.06,"locf",4,17.73
"pc1","us-central1-a",0.06,"locf",2,17.74
"pc1","us-central1-a",0.06,"locf",1,17.95
"pc1","us-central1-a",0.06,"locf",2,17.52
"pc1","us-central1-a",0.06,"locf",3,17.52
"pc1","us-central1-a",0.06,"locf",4,17.81
"pc1","us-central1-a",0.06,"locf",1,17.93
"pc1","us-central1-a",0.06,"locf",2,17.55
"pc1","us-central1-a",0.06,"locf",3,17.54
"pc1","us-central1-a",0.06,"locf",1,17.76
"pc1","us-central1-a",0.06,"locf",4,17.93
"pc1","us-central1-a",0.06,"locf",2,18.05
"pc1","us-central1-a",0.06,"locf",3,18.05
"pc1","us-central1-a",0.06,"locf",1,18.24
"pc1","us-central1-a",0.06,"locf",4,18.24
"pc1","us-central1-a",0.06,"locf",4,17.64
"pc1","us-central1-a",0.06,"locf",2,17.66
"pc1","us-central1-a",0.06,"locf",1,17.76
"pc1","us-central1-a",0.06,"locf",3,18.04
"pc1","us-central1-a",0.06,"locf",3,17.62
"pc1","us-central1-a",0.06,"locf",1,17.94
"pc1","us-central1-a",0.06,"locf",2,18.43
"pc1","us-central1-a",0.06,"locf",4,18.52
"pc1","us-central1-a",0.06,"locf",4,17.25
"pc1","us-central1-a",0.06,"locf",1,17.47
"pc1","us-central1-a",0.06,"locf",2,17.76
"pc1","us-central1-a",0.06,"locf",3,17.76
"pc1","us-central1-a",0.06,"locf",2,17.05
"pc1","us-central1-a",0.06,"locf",4,17.44
"pc1","us-central1-a",0.06,"locf",3,17.44
"pc1","us-central1-a",0.06,"locf",1,17.86
"pc1","us-central1-a",0.06,"locf",1,17.27
"pc1","us-central1-a",0.06,"locf",3,17.53
"pc1","us-central1-a",0.06,"locf",2,17.55
"pc1","us-central1-a",0.06,"locf",4,17.82
"pc1","us-central1-a",0.06,"locf",2,17.56
"pc1","us-central1-a",0.06,"locf",3,17.66
"pc1","us-central1-a",0.06,"locf",4,17.78
"pc1","us-central1-a",0.06,"locf",1,17.78
"pc1","us-central1-a",0.06,"locf",2,17.24
"pc1","us-central1-a",0.06,"locf",1,17.45
"pc1","us-central1-a",0.06,"locf",4,18.13
"pc1","us-central1-a",0.06,"locf",3,18.54
"pc1","us-central1-a",0.06,"locf",3,17.93
"pc1","us-central1-a",0.06,"locf",2,18.04
"pc1","us-central1-a",0.06,"locf",4,18.16
"pc1","us-central1-a",0.06,"locf",1,18.16
"pc1","us-central1-a",0.06,"locf",2,17.78
"pc1","us-central1-a",0.06,"locf",1,17.89
"pc1","us-central1-a",0.06,"locf",4,18.3
"pc1","us-central1-a",0.06,"locf",3,18.31
"pc1","us-central1-a",0.07,"locf",2,17.05
"pc1","us-central1-a",0.07,"locf",3,17.25
"pc1","us-central1-a",0.07,"locf",1,17.25
"pc1","us-central1-a",0.07,"locf",4,17.64
"pc1","us-central1-a",0.07,"locf",1,17.3
"pc1","us-central1-a",0.07,"locf",2,17.4
"pc1","us-central1-a",0.07,"locf",3,17.5
"pc1","us-central1-a",0.07,"locf",4,17.51
"pc1","us-central1-a",0.07,"locf",2,15.33
"pc1","us-central1-a",0.07,"locf",4,15.39
"pc1","us-central1-a",0.07,"locf",1,15.51
"pc1","us-central1-a",0.07,"locf",3,15.51
"pc1","us-central1-a",0.07,"locf",4,14.92
"pc1","us-central1-a",0.07,"locf",1,15.27
"pc1","us-central1-a",0.07,"locf",2,15.35
"pc1","us-central1-a",0.07,"locf",3,15.83
"pc1","us-central1-a",0.07,"locf",3,15.08
"pc1","us-central1-a",0.07,"locf",1,15.19
"pc1","us-central1-a",0.07,"locf",2,15.48
"pc1","us-central1-a",0.07,"locf",4,15.55
"pc1","us-central1-a",0.07,"locf",1,14.98
"pc1","us-central1-a",0.07,"locf",2,15.06
"pc1","us-central1-a",0.07,"locf",4,15.21
"pc1","us-central1-a",0.07,"locf",3,15.33
"pc1","us-central1-a",0.07,"locf",3,15.17
"pc1","us-central1-a",0.07,"locf",1,15.17
"pc1","us-central1-a",0.07,"locf",2,15.24
"pc1","us-central1-a",0.07,"locf",4,15.33
"pc1","us-central1-a",0.07,"locf",2,15.25
"pc1","us-central1-a",0.07,"locf",4,15.25
"pc1","us-central1-a",0.07,"locf",1,15.38
"pc1","us-central1-a",0.07,"locf",3,15.38
"pc1","us-central1-a",0.07,"locf",2,15.06
"pc1","us-central1-a",0.07,"locf",3,15.15
"pc1","us-central1-a",0.07,"locf",1,15.55
"pc1","us-central1-a",0.07,"locf",4,15.55
"pc1","us-central1-a",0.07,"locf",2,15.56
"pc1","us-central1-a",0.07,"locf",1,15.57
"pc1","us-central1-a",0.07,"locf",4,15.6
"pc1","us-central1-a",0.07,"locf",3,15.74
"pc1","us-central1-a",0.07,"locf",1,15.74
"pc1","us-central1-a",0.07,"locf",4,15.74
"pc1","us-central1-a",0.07,"locf",3,15.84
"pc1","us-central1-a",0.07,"locf",2,15.84
"pc1","us-central1-a",0.07,"locf",3,15.34
"pc1","us-central1-a",0.07,"locf",4,15.34
"pc1","us-central1-a",0.07,"locf",1,15.43
"pc1","us-central1-a",0.07,"locf",2,16.34
"pc1","us-central1-a",0.07,"locf",3,15.32
"pc1","us-central1-a",0.07,"locf",1,15.46
"pc1","us-central1-a",0.07,"locf",4,15.55
"pc1","us-central1-a",0.07,"locf",2,15.55
"pc1","us-central1-a",0.07,"locf",2,15.36
"pc1","us-central1-a",0.07,"locf",1,15.36
"pc1","us-central1-a",0.07,"locf",3,15.62
"pc1","us-central1-a",0.07,"locf",4,15.71
"pc1","us-central1-a",0.07,"locf",1,15.44
"pc1","us-central1-a",0.07,"locf",2,15.58
"pc1","us-central1-a",0.07,"locf",3,15.66
"pc1","us-central1-a",0.07,"locf",4,15.66
"pc1","us-central1-a",0.07,"locf",1,15.51
"pc1","us-central1-a",0.07,"locf",4,15.78
"pc1","us-central1-a",0.07,"locf",2,15.8
"pc1","us-central1-a",0.07,"locf",3,15.8
"pc1","us-central1-a",0.07,"locf",2,15.64
"pc1","us-central1-a",0.07,"locf",1,15.64
"pc1","us-central1-a",0.07,"locf",4,15.89
"pc1","us-central1-a",0.07,"locf",3,16.32
"pc1","us-central1-a",0.07,"locf",1,15.36
"pc1","us-central1-a",0.07,"locf",4,15.54
"pc1","us-central1-a",0.07,"locf",3,15.54
"pc1","us-central1-a",0.07,"locf",2,15.64
"pc1","us-central1-a",0.07,"locf",2,15.85
"pc1","us-central1-a",0.07,"locf",1,15.92
"pc1","us-central1-a",0.07,"locf",4,15.92
"pc1","us-central1-a",0.07,"locf",3,15.92
"pc1","us-central1-a",0.07,"locf",1,15.77
"pc1","us-central1-a",0.07,"locf",4,15.93
"pc1","us-central1-a",0.07,"locf",3,16.26
"pc1","us-central1-a",0.07,"locf",2,16.26
"pc1","us-central1-a",0.07,"locf",3,15.75
"pc1","us-central1-a",0.07,"locf",1,16.17
"pc1","us-central1-a",0.07,"locf",2,16.17
"pc1","us-central1-a",0.07,"locf",4,16.32
"pc1","us-central1-a",0.07,"locf",2,15.67
"pc1","us-central1-a",0.07,"locf",1,15.67
"pc1","us-central1-a",0.07,"locf",3,15.65
"pc1","us-central1-a",0.07,"locf",4,15.73
"pc1","us-central1-a",0.07,"locf",4,15.64
"pc1","us-central1-a",0.07,"locf",1,15.67
"pc1","us-central1-a",0.07,"locf",3,15.74
"pc1","us-central1-a",0.07,"locf",2,15.85
"pc1","us-central1-a",0.07,"locf",2,15.65
"pc1","us-central1-a",0.07,"locf",3,15.75
"pc1","us-central1-a",0.07,"locf",1,15.75
"pc1","us-central1-a",0.07,"locf",4,15.82
"pc1","us-central1-a",0.07,"locf",1,15.28
"pc1","us-central1-a",0.07,"locf",4,15.35
"pc1","us-central1-a",0.07,"locf",3,15.35
"pc1","us-central1-a",0.07,"locf",2,15.56
"pc1","us-central1-a",0.07,"locf",1,15.5
"pc1","us-central1-a",0.07,"locf",4,15.53
"pc1","us-central1-a",0.07,"locf",3,15.69
"pc1","us-central1-a",0.07,"locf",2,15.69
"pc1","us-central1-a",0.07,"locf",1,15.68
"pc1","us-central1-a",0.07,"locf",3,15.76
"pc1","us-central1-a",0.07,"locf",4,16.06
"pc1","us-central1-a",0.07,"locf",2,16.48
"pc1","us-central1-a",0.07,"locf",3,15.51
"pc1","us-central1-a",0.07,"locf",1,15.85
"pc1","us-central1-a",0.07,"locf",4,15.89
"pc1","us-central1-a",0.07,"locf",2,16.22
"pc1","us-central1-a",0.07,"locf",2,15.83
"pc1","us-central1-a",0.07,"locf",4,16.02
"pc1","us-central1-a",0.07,"locf",3,16.22
"pc1","us-central1-a",0.07,"locf",1,16.25
"pc1","us-central1-a",0.07,"locf",1,15.97
"pc1","us-central1-a",0.07,"locf",4,16.04
"pc1","us-central1-a",0.07,"locf",2,16.36
"pc1","us-central1-a",0.07,"locf",3,16.37
"pc1","us-central1-a",0.08,"locf",3,15.57
"pc1","us-central1-a",0.08,"locf",2,15.57
"pc1","us-central1-a",0.08,"locf",1,15.67
"pc1","us-central1-a",0.08,"locf",4,15.66
"pc1","us-central1-a",0.08,"locf",4,15.86
"pc1","us-central1-a",0.08,"locf",1,15.96
"pc1","us-central1-a",0.08,"locf",2,15.97
"pc1","us-central1-a",0.08,"locf",3,16.07
"pc1","us-central1-a",0.08,"locf",3,14.47
"pc1","us-central1-a",0.08,"locf",2,14.47
"pc1","us-central1-a",0.08,"locf",1,14.47
"pc1","us-central1-a",0.08,"locf",4,14.5
"pc1","us-central1-a",0.08,"locf",1,13.97
"pc1","us-central1-a",0.08,"locf",3,14.34
"pc1","us-central1-a",0.08,"locf",2,14.52
"pc1","us-central1-a",0.08,"locf",4,14.52
"pc1","us-central1-a",0.08,"locf",1,13.94
"pc1","us-central1-a",0.08,"locf",3,14.2
"pc1","us-central1-a",0.08,"locf",4,14.39
"pc1","us-central1-a",0.08,"locf",2,14.72
"pc1","us-central1-a",0.08,"locf",3,13.47
"pc1","us-central1-a",0.08,"locf",1,14.04
"pc1","us-central1-a",0.08,"locf",2,14.17
"pc1","us-central1-a",0.08,"locf",4,14.68
"pc1","us-central1-a",0.08,"locf",4,13.96
"pc1","us-central1-a",0.08,"locf",1,14.16
"pc1","us-central1-a",0.08,"locf",2,14.16
"pc1","us-central1-a",0.08,"locf",3,14.16
"pc1","us-central1-a",0.08,"locf",3,13.82
"pc1","us-central1-a",0.08,"locf",1,13.94
"pc1","us-central1-a",0.08,"locf",2,13.94
"pc1","us-central1-a",0.08,"locf",4,14.09
"pc1","us-central1-a",0.08,"locf",2,13.89
"pc1","us-central1-a",0.08,"locf",4,13.98
"pc1","us-central1-a",0.08,"locf",3,13.98
"pc1","us-central1-a",0.08,"locf",1,14.09
"pc1","us-central1-a",0.08,"locf",3,13.77
"pc1","us-central1-a",0.08,"locf",1,13.77
"pc1","us-central1-a",0.08,"locf",2,13.87
"pc1","us-central1-a",0.08,"locf",4,13.87
"pc1","us-central1-a",0.08,"locf",2,13.94
"pc1","us-central1-a",0.08,"locf",4,13.91
"pc1","us-central1-a",0.08,"locf",1,14.03
"pc1","us-central1-a",0.08,"locf",3,14.03
"pc1","us-central1-a",0.08,"locf",2,13.85
"pc1","us-central1-a",0.08,"locf",4,13.95
"pc1","us-central1-a",0.08,"locf",3,13.95
"pc1","us-central1-a",0.08,"locf",1,14.07
"pc1","us-central1-a",0.08,"locf",4,13.73
"pc1","us-central1-a",0.08,"locf",3,13.93
"pc1","us-central1-a",0.08,"locf",1,14.08
"pc1","us-central1-a",0.08,"locf",2,14.45
"pc1","us-central1-a",0.08,"locf",3,14.41
"pc1","us-central1-a",0.08,"locf",2,14.41
"pc1","us-central1-a",0.08,"locf",4,14.49
"pc1","us-central1-a",0.08,"locf",1,14.49
"pc1","us-central1-a",0.08,"locf",2,13.98
"pc1","us-central1-a",0.08,"locf",4,14.19
"pc1","us-central1-a",0.08,"locf",1,14.19
"pc1","us-central1-a",0.08,"locf",3,14.37
"pc1","us-central1-a",0.08,"locf",2,13.94
"pc1","us-central1-a",0.08,"locf",1,14.06
"pc1","us-central1-a",0.08,"locf",4,14.23
"pc1","us-central1-a",0.08,"locf",3,15.47
"pc1","us-central1-a",0.08,"locf",2,14.16
"pc1","us-central1-a",0.08,"locf",3,14.16
"pc1","us-central1-a",0.08,"locf",1,14.27
"pc1","us-central1-a",0.08,"locf",4,14.34
"pc1","us-central1-a",0.08,"locf",1,14.07
"pc1","us-central1-a",0.08,"locf",3,14.15
"pc1","us-central1-a",0.08,"locf",4,14.25
"pc1","us-central1-a",0.08,"locf",2,14.45
"pc1","us-central1-a",0.08,"locf",4,14.16
"pc1","us-central1-a",0.08,"locf",3,14.37
"pc1","us-central1-a",0.08,"locf",1,14.64
"pc1","us-central1-a",0.08,"locf",2,14.64
"pc1","us-central1-a",0.08,"locf",4,14.33
"pc1","us-central1-a",0.08,"locf",3,14.33
"pc1","us-central1-a",0.08,"locf",1,14.33
"pc1","us-central1-a",0.08,"locf",2,14.41
"pc1","us-central1-a",0.08,"locf",1,14.19
"pc1","us-central1-a",0.08,"locf",2,14.28
"pc1","us-central1-a",0.08,"locf",3,14.28
"pc1","us-central1-a",0.08,"locf",4,14.37
"pc1","us-central1-a",0.08,"locf",2,14.34
"pc1","us-central1-a",0.08,"locf",3,14.44
"pc1","us-central1-a",0.08,"locf",4,14.43
"pc1","us-central1-a",0.08,"locf",1,14.43
"pc1","us-central1-a",0.08,"locf",1,14.55
"pc1","us-central1-a",0.08,"locf",2,14.54
"pc1","us-central1-a",0.08,"locf",3,14.6
"pc1","us-central1-a",0.08,"locf",4,14.6
"pc1","us-central1-a",0.08,"locf",4,14.38
"pc1","us-central1-a",0.08,"locf",1,14.59
"pc1","us-central1-a",0.08,"locf",2,14.59
"pc1","us-central1-a",0.08,"locf",3,14.68
"pc1","us-central1-a",0.08,"locf",3,14.38
"pc1","us-central1-a",0.08,"locf",2,14.49
"pc1","us-central1-a",0.08,"locf",1,14.49
"pc1","us-central1-a",0.08,"locf",4,14.49
"pc1","us-central1-a",0.08,"locf",1,14.34
"pc1","us-central1-a",0.08,"locf",4,14.33
"pc1","us-central1-a",0.08,"locf",3,14.34
"pc1","us-central1-a",0.08,"locf",2,14.34
"pc1","us-central1-a",0.08,"locf",1,14.01
"pc1","us-central1-a",0.08,"locf",4,14.01
"pc1","us-central1-a",0.08,"locf",2,14.3
"pc1","us-central1-a",0.08,"locf",3,14.3
"pc1","us-central1-a",0.08,"locf",3,14.12
"pc1","us-central1-a",0.08,"locf",4,14.12
"pc1","us-central1-a",0.08,"locf",2,14.26
"pc1","us-central1-a",0.08,"locf",1,14.26
"pc1","us-central1-a",0.08,"locf",4,13.75
"pc1","us-central1-a",0.08,"locf",1,13.98
"pc1","us-central1-a",0.08,"locf",3,14.05
"pc1","us-central1-a",0.08,"locf",2,14.16
"pc1","us-central1-a",0.08,"locf",4,13.44
"pc1","us-central1-a",0.08,"locf",2,13.75
"pc1","us-central1-a",0.08,"locf",3,14.15
"pc1","us-central1-a",0.08,"locf",1,14.54
"pc1","us-central1-a",0.09,"locf",4,13.09
"pc1","us-central1-a",0.09,"locf",3,13.09
"pc1","us-central1-a",0.09,"locf",2,13.18
"pc1","us-central1-a",0.09,"locf",1,13.28
"pc1","us-central1-a",0.09,"locf",1,12.88
"pc1","us-central1-a",0.09,"locf",4,13.14
"pc1","us-central1-a",0.09,"locf",2,13.25
"pc1","us-central1-a",0.09,"locf",3,13.25
"pc1","us-central1-a",0.09,"locf",3,11.9
"pc1","us-central1-a",0.09,"locf",4,11.98
"pc1","us-central1-a",0.09,"locf",1,12.11
"pc1","us-central1-a",0.09,"locf",2,12.11
"pc1","us-central1-a",0.09,"locf",2,11.64
"pc1","us-central1-a",0.09,"locf",1,11.64
"pc1","us-central1-a",0.09,"locf",3,12.03
"pc1","us-central1-a",0.09,"locf",4,12.12
"pc1","us-central1-a",0.09,"locf",3,11.62
"pc1","us-central1-a",0.09,"locf",4,11.71
"pc1","us-central1-a",0.09,"locf",2,11.94
"pc1","us-central1-a",0.09,"locf",1,11.97
"pc1","us-central1-a",0.09,"locf",1,11.87
"pc1","us-central1-a",0.09,"locf",4,11.87
"pc1","us-central1-a",0.09,"locf",3,11.87
"pc1","us-central1-a",0.09,"locf",2,11.97
"pc1","us-central1-a",0.09,"locf",1,11.76
"pc1","us-central1-a",0.09,"locf",2,11.85
"pc1","us-central1-a",0.09,"locf",3,11.85
"pc1","us-central1-a",0.09,"locf",4,11.85
"pc1","us-central1-a",0.09,"locf",1,11.84
"pc1","us-central1-a",0.09,"locf",2,11.91
"pc1","us-central1-a",0.09,"locf",3,11.98
"pc1","us-central1-a",0.09,"locf",4,11.98
"pc1","us-central1-a",0.09,"locf",2,11.93
"pc1","us-central1-a",0.09,"locf",4,11.93
"pc1","us-central1-a",0.09,"locf",3,11.93
"pc1","us-central1-a",0.09,"locf",1,12.06
"pc1","us-central1-a",0.09,"locf",4,12.18
"pc1","us-central1-a",0.09,"locf",3,12.18
"pc1","us-central1-a",0.09,"locf",2,12.18
"pc1","us-central1-a",0.09,"locf",1,12.18
"pc1","us-central1-a",0.09,"locf",4,11.72
"pc1","us-central1-a",0.09,"locf",3,12.01
"pc1","us-central1-a",0.09,"locf",1,12.41
"pc1","us-central1-a",0.09,"locf",2,12.82
"pc1","us-central1-a",0.09,"locf",1,12.23
"pc1","us-central1-a",0.09,"locf",4,12.13
"pc1","us-central1-a",0.09,"locf",3,12.24
"pc1","us-central1-a",0.09,"locf",2,12.24
"pc1","us-central1-a",0.09,"locf",2,11.84
"pc1","us-central1-a",0.09,"locf",4,11.84
"pc1","us-central1-a",0.09,"locf",1,11.95
"pc1","us-central1-a",0.09,"locf",3,12.03
"pc1","us-central1-a",0.09,"locf",4,11.76
"pc1","us-central1-a",0.09,"locf",1,11.8
"pc1","us-central1-a",0.09,"locf",2,12.08
"pc1","us-central1-a",0.09,"locf",3,12.08
"pc1","us-central1-a",0.09,"locf",3,11.74
"pc1","us-central1-a",0.09,"locf",1,11.83
"pc1","us-central1-a",0.09,"locf",4,11.83
"pc1","us-central1-a",0.09,"locf",2,12.14
"pc1","us-central1-a",0.09,"locf",3,11.44
"pc1","us-central1-a",0.09,"locf",4,11.72
"pc1","us-central1-a",0.09,"locf",1,11.86
"pc1","us-central1-a",0.09,"locf",2,11.96
"pc1","us-central1-a",0.09,"locf",2,11.65
"pc1","us-central1-a",0.09,"locf",1,11.65
"pc1","us-central1-a",0.09,"locf",3,12.24
"pc1","us-central1-a",0.09,"locf",4,12.24
"pc1","us-central1-a",0.09,"locf",1,11.88
"pc1","us-central1-a",0.09,"locf",2,11.97
"pc1","us-central1-a",0.09,"locf",3,12.17
"pc1","us-central1-a",0.09,"locf",4,12.26
"pc1","us-central1-a",0.09,"locf",1,11.87
"pc1","us-central1-a",0.09,"locf",2,11.87
"pc1","us-central1-a",0.09,"locf",4,11.92
"pc1","us-central1-a",0.09,"locf",3,12.03
"pc1","us-central1-a",0.09,"locf",1,12.07
"pc1","us-central1-a",0.09,"locf",3,12.03
"pc1","us-central1-a",0.09,"locf",2,12.13
"pc1","us-central1-a",0.09,"locf",4,12.23
"pc1","us-central1-a",0.09,"locf",3,12.18
"pc1","us-central1-a",0.09,"locf",2,12.18
"pc1","us-central1-a",0.09,"locf",4,12.36
"pc1","us-central1-a",0.09,"locf",1,12.36
"pc1","us-central1-a",0.09,"locf",1,12.16
"pc1","us-central1-a",0.09,"locf",4,12.52
"pc1","us-central1-a",0.09,"locf",2,12.73
"pc1","us-central1-a",0.09,"locf",3,12.73
"pc1","us-central1-a",0.09,"locf",3,12.36
"pc1","us-central1-a",0.09,"locf",1,12.36
"pc1","us-central1-a",0.09,"locf",2,12.56
"pc1","us-central1-a",0.09,"locf",4,12.61
"pc1","us-central1-a",0.09,"locf",3,12.4
"pc1","us-central1-a",0.09,"locf",1,12.4
"pc1","us-central1-a",0.09,"locf",2,12.47
"pc1","us-central1-a",0.09,"locf",4,12.47
"pc1","us-central1-a",0.09,"locf",2,12.12
"pc1","us-central1-a",0.09,"locf",1,12.13
"pc1","us-central1-a",0.09,"locf",4,12.22
"pc1","us-central1-a",0.09,"locf",3,12.32
"pc1","us-central1-a",0.09,"locf",1,12.06
"pc1","us-central1-a",0.09,"locf",2,12.08
"pc1","us-central1-a",0.09,"locf",3,12.18
"pc1","us-central1-a",0.09,"locf",4,12.28
"pc1","us-central1-a",0.09,"locf",3,12.06
"pc1","us-central1-a",0.09,"locf",2,12.06
"pc1","us-central1-a",0.09,"locf",1,12.06
