"seed","gapSize","method","sizeLeft","extremeLeft","tend_dif_point_gap","sizeRight","extremeRight","valueRMSE","valueMSE","valueSMAPE","valueMAE","valueDTW","timeExec_sys","timeExec_elap"
1,75,"locf",1273,838,"-1",1,0,0.013394882733108,0.000179422883433715,NA,0.00281077785747317,0.000528102324976719,1e-14,0.000999999999986353
1,75,"SMA",1273,838,"-1",1,0,0.00977111981758149,9.54747824895338e-05,NA,0.00170607164677111,0.000572780554571959,0,0.00699999999994816
1,75,"seadec",1273,838,"-1",1,0,0.00935456873002073,8.75079561246817e-05,NA,0.00151433119725978,0.00060841791252721,0,0.00900000000001455
1,75,"seasplit",1273,838,"-1",1,0,0.0105421029578191,0.000111135934773258,NA,0.001468263999826,0.000537780302847807,0,0.0040000000000191
1,75,"SMA2",1273,838,"-1",1,0,0.0146646242321035,0.000215051203868797,NA,0.00204310369526047,0.000961036401002997,0,0.000999999999976353
1,90,"ssa",1258,829,"-1",1,0,0.0110005375255847,0.000121011825851797,NA,0.00175243270427822,0.000699403686820378,0.002,0.166000000000054
1,90,"stine",1258,829,"-1",1,0,0.00958461064094226,9.18647611384635e-05,NA,0.00123271953396945,0.000574846771557652,0,0.000999999999976353
1,90,"locf",1258,829,"-1",1,0,0.00948977202048477,9.00557730007757e-05,NA,0.00122676793929533,0.000576881031469324,1e-14,1e-14
1,90,"SMA",1258,829,"-1",1,0,0.00914377710390343,8.36086597258687e-05,NA,0.00119832946056079,0.000576513680949951,0,0.00999999999999091
1,90,"seadec",1258,829,"-1",1,0,0.00948707256994809,9.00045459474615e-05,NA,0.00123565868513252,0.000600153724901181,0,0.00999999999999091
1,90,"seasplit",1258,829,"-1",1,0,0.0118668730202,0.000140822675277551,NA,0.00184628442855818,0.000626596544699997,0,0.0040000000000191
1,90,"SMA2",1258,829,"-1",1,0,0.0458889911763116,0.0021057995111796,NA,0.00835889934483291,0.00391227987124213,0,0.000999999999976353
1,105,"ssa",1243,821,"1",1,0,0.0115696212268586,0.000133856135332976,NA,0.0020449481474572,0.000820021715234294,0.00099999999999989,0.177999999999997
1,105,"stine",1243,821,"1",1,0,0.0125634823575802,0.00015784108894923,NA,0.00218611134982587,0.000857741785976162,0,0.000999999999976353
1,105,"locf",1243,821,"1",1,0,0.01183250494585,0.000140008173293565,NA,0.0019508876152102,0.000711000570593564,1e-14,1e-14
1,105,"SMA",1243,821,"1",1,0,0.0106659309469108,0.00011376208296427,NA,0.00205730859461921,0.000749686086202742,0,0.0150000000001
1,105,"seadec",1243,821,"1",1,0,0.0108294142220894,0.000117276212393592,NA,0.00159118548014151,0.000745649711068494,0,0.00900000000001455
1,105,"seasplit",1243,821,"1",1,0,0.0136498419974538,0.000186318186555453,NA,0.00235967255605438,0.000879930765487054,0,0.00399999999990541
1,105,"SMA2",1243,821,"1",1,0,0.0887655376085634,0.00787932066693727,NA,0.0201944544087295,0.00979687686630514,0,0.000999999999976353
1,120,"ssa",1228,812,"-1",1,0,0.0127449829483233,0.000162434590353051,NA,0.0023342444478284,0.000925029087012934,0.00100000000000011,0.165000000000077
1,120,"stine",1228,812,"-1",1,0,0.0254380051812541,0.000647092107601508,NA,0.00689147442127425,0.00155216840291404,0,0.000999999999976353
1,120,"locf",1228,812,"-1",1,0,0.0109730092577257,0.000120406932170133,NA,0.00168165479379422,0.000809748435408266,1e-14,1e-14
1,120,"SMA",1228,812,"-1",1,0,0.0111783321538595,0.000124955109742009,NA,0.00171515844120536,0.000806816606174633,0,0.0230000000000246
1,120,"seadec",1228,812,"-1",1,0,0.0109904220279843,0.000120789376353203,NA,0.00168127379998958,0.000819697706947232,0,0.00900000000001455
1,120,"seasplit",1228,812,"-1",1,0,0.0598159590746067,0.00357794896001503,NA,0.00772315289686645,0.00365710492659014,0,0.0040000000000191
1,120,"SMA2",1228,812,"-1",1,0,0.141696572740231,0.0200779187263275,NA,0.038602715129075,0.00936471441498768,0,0.000999999999976353
1,135,"ssa",1213,803,"1",1,0,0.0156372007669492,0.000244522047825877,NA,0.00294953454011715,0.00123997418481034,0.00200000000000022,0.177999999999997
1,135,"stine",1213,803,"1",1,0,0.327832619058571,0.107474226118802,NA,0.0972207241903075,0.019677522830827,0,0.000999999999976353
1,135,"locf",1213,803,"1",1,0,0.211778267178776,0.044850034449245,NA,0.066441637843722,0.000934358344915338,1e-14,0.000999999999986353
1,135,"SMA",1213,803,"1",1,0,0.163972984756535,0.0268871397299667,NA,0.049007828116018,0.00865857139034435,0,0.0289999999999964
1,135,"seadec",1213,803,"1",1,0,0.121690033322404,0.0148084642100078,NA,0.0332213501130907,0.00884792820809711,0,0.0110000000000809
1,135,"seasplit",1213,803,"1",1,0,0.205903909640532,0.0423964200052562,NA,0.0639360696897747,0.002913251528049,0,0.0040000000000191
1,135,"SMA2",1213,803,"1",1,0,0.204351693534744,0.041759614650518,NA,0.0639655507171667,0.00163128887809721,0.00100000000000011,0.000999999999976353
1,150,"ssa",1198,793,"1",1,0,0.0168865822820714,0.000285156661169167,NA,0.00334624185157233,0.00144657966629638,0.002,0.17999999999995
1,150,"stine",1198,793,"1",1,0,0.205711240335672,0.0423171144004404,NA,0.0607056983937227,0.00725295540353453,0,0.000999999999976353
1,150,"locf",1198,793,"1",1,0,0.2148508479889,0.0461608868815493,NA,0.0676249516530162,0.0010462822813976,1e-14,1e-14
1,150,"SMA",1198,793,"1",1,0,0.16279918600677,0.0265035749644668,NA,0.0486404670339074,0.00933860492126388,0,0.0370000000000346
1,150,"seadec",1198,793,"1",1,0,0.111817289076375,0.0125031061363895,NA,0.0309058331125058,0.00964152296260187,0,0.0080000000000382
1,150,"seasplit",1198,793,"1",1,0,0.204357986799664,0.0417621867688117,NA,0.0637411770362473,0.00324638013697794,0,0.00300000000004275
1,150,"SMA2",1198,793,"1",1,0,0.203531209520694,0.0414249532489567,NA,0.0649694715453673,0.00203417764536627,0,0.00100000000009004
1,165,"ssa",1183,783,"1",1,0,0.0200478109171139,0.000401914722568351,NA,0.00403622535009884,0.00185727493222538,0,0.168000000000006
1,165,"stine",1183,783,"1",1,0,0.184978479544974,0.0342170378947703,NA,0.0548205066330899,0.00702996211946789,0,0.000999999999976353
1,165,"locf",1183,783,"1",1,0,0.21433280040524,0.0459385493295525,NA,0.0676733449240625,0.00115628321172219,1e-14,1e-14
1,165,"SMA",1183,783,"1",1,0,0.15683027064338,0.0245957337900759,NA,0.0469961362305297,0.0102943411158194,0,0.0489999999999782
1,165,"seadec",1183,783,"1",1,0,0.102594563333442,0.0105256444255796,NA,0.0292820948253673,0.0105807425479661,0.00499999999999989,0.02699999999993
1,165,"seasplit",1183,783,"1",1,0,0.204276992508215,0.0417290896682011,NA,0.0640470832780374,0.00320478583240422,0,0.00300000000004275
1,165,"SMA2",1183,783,"1",1,0,0.201859386141739,0.0407472117735197,NA,0.0671140710226357,0.00371140379790777,0,0.00200000000006639
1,180,"ssa",1168,773,"1",1,0,0.0202884534734867,0.000411621344345836,NA,0.00434707614848107,0.00197754861328172,0.00100000000000011,0.164999999999964
1,180,"stine",1168,773,"1",1,0,0.347691818559403,0.120889600693145,NA,0.111637466489418,0.0276796267881475,0,0.000999999999976353
1,180,"locf",1168,773,"1",1,0,0.214768469775546,0.0461254956097297,NA,0.068013710669916,0.00126211641643825,1e-14,1e-14
1,180,"SMA",1168,773,"1",1,0,0.149689175756892,0.0224068493387777,NA,0.0451145132592128,0.0112586860765667,0.00100000000000011,0.0779999999999745
1,180,"seadec",1168,773,"1",1,0,0.095758998476721,0.00916978578926467,NA,0.0283841648390565,0.0114759355285419,0,0.00999999999999091
1,180,"seasplit",1168,773,"1",1,0,0.208619704740775,0.0435221812061282,NA,0.0655995379036864,0.00292866767552475,0,0.00300000000004275
1,180,"SMA2",1168,773,"1",1,0,0.200692756473903,0.0402775825010932,NA,0.0701413001856296,0.00657196015553669,0,0.00199999999995271
1,195,"ssa",1153,762,"1",1,0,0.018098025515068,0.000327538527544051,0.0440345322343166,0.00418622442756343,0.00174936509320254,0.004,0.177000000000021
1,195,"stine",1153,762,"1",1,0,0.0774627193564612,0.00600047289009786,0.089648265285783,0.0221833570004525,0.00983901827881555,0,0.000999999999976353
1,195,"locf",1153,762,"1",1,0,0.207658527386825,0.0431220639964646,0.212328054312421,0.0661352367542523,0.00133846435773704,1e-14,0.000999999999986353
1,195,"SMA",1153,762,"1",1,0,0.141308092905102,0.0199679771204771,0.125463929975751,0.0426468616435007,0.0124957864315811,0,0.0800000000000409
1,195,"seadec",1153,762,"1",1,0,0.0888843489388925,0.00790042748629081,0.104340335881085,0.0283097483141798,0.012740866860265,0,0.00900000000001455
1,195,"seasplit",1153,762,"1",1,0,0.206951209991196,0.0428288033168201,0.213757564306603,0.0653149949525917,0.00331912772351361,0,0.00299999999992906
1,195,"SMA2",1153,762,"1",1,0,0.198715881822411,0.0394880016884583,0.220937719686527,0.0730778459441121,0.0110105177495677,0,0.00300000000004275
1,210,"ssa",1138,754,"1",1,0,0.0204043224719944,0.000416336375541134,0.0486604510536895,0.00460263524980242,0.00209461421801175,0.00500000000000012,0.18100000000004
1,210,"stine",1138,754,"1",1,0,0.0754515967007092,0.00569294344468647,0.108548609034917,0.0251677210276991,0.0127048071851622,0,0.000999999999976353
1,210,"locf",1138,754,"1",1,0,0.21485527507832,0.0461627892289805,0.225035910820292,0.068293072639045,0.00139030432491821,1e-14,1e-14
1,210,"SMA",1138,754,"1",1,0,0.138535768346212,0.0191921591112753,0.13290154247005,0.0421680439706241,0.0129839237182661,0.00500000000000012,0.126999999999953
1,210,"seadec",1138,754,"1",1,0,0.0872960681398033,0.00762060351266919,0.115403262916107,0.02873112165001,0.0133069838272478,0,0.0100000000001046
1,210,"seasplit",1138,754,"1",1,0,0.207815792799512,0.0431874037368896,0.229512738035607,0.0658984791236014,0.0035891465434097,0,0.00300000000004275
1,210,"SMA2",1138,754,"1",1,0,0.197391055735853,0.0389632288845145,0.224784240419587,0.075642564499329,0.016690386861327,0,0.00299999999992906
1,225,"ssa",1123,743,"1",1,0,0.0205934400783789,0.000424089774261783,0.0572901360897694,0.00484446053600864,0.00218517111029093,0,0.177999999999997
1,225,"stine",1123,743,"1",1,0,0.160459648925751,0.0257472989333754,0.242734677856199,0.0504419568431939,0.0092939458974498,0,0.00100000000009004
1,225,"locf",1123,743,"1",1,0,0.215895596928326,0.0466109087730382,0.238278914922254,0.0688327077524027,0.00150018841931848,1e-14,1e-14
1,225,"SMA",1123,743,"1",1,0,0.131694600770835,0.0173434678721896,0.129020368953405,0.0405119109825741,0.0138063390715287,0.0069999999999999,0.150999999999954
1,225,"seadec",1123,743,"1",1,0,0.085775733397387,0.00735747643985962,0.130558538409808,0.0295851962401996,0.0141634951765412,0,0.00900000000001455
1,225,"seasplit",1123,743,"1",1,0,0.207874570923437,0.0432118372366031,0.230595720325577,0.0659573855344558,0.00356012756213685,0,0.00399999999990541
1,225,"SMA2",1123,743,"1",1,0,0.192068773814029,0.0368904138744247,0.223752448711183,0.0755420469777513,0.0230355507506695,0,0.0040000000000191
1,240,"ssa",1108,731,"1",1,0,0.0207304848284634,0.000429753001223153,0.0645076658359122,0.00506140189397385,0.00222347355359002,0,0.166999999999916
1,240,"stine",1108,731,"1",1,0,0.123322793971719,0.015208511512991,0.162832292541276,0.036530972897994,0.0102505504450841,0,0.000999999999976353
1,240,"locf",1108,731,"1",1,0,0.21693204561158,0.0470595124132248,0.257737308817533,0.0694165920620895,0.00157448951195012,1e-14,1e-14
1,240,"SMA",1108,731,"1",1,0,0.124499929792869,0.0155002325184293,0.140631121565163,0.0390694372620347,0.0145627175765946,0,0.13799999999992
1,240,"seadec",1108,731,"1",1,0,0.0854992298290888,0.00731011830136735,0.144100234307162,0.0306570194116754,0.0149396274340018,0,0.00999999999999091
1,240,"seasplit",1108,731,"1",1,0,0.206250898096956,0.0425394329658009,0.244524153803721,0.0661094845034107,0.00418459784938426,0,0.00300000000004275
1,240,"SMA2",1108,731,"1",1,0,0.181892011001626,0.0330847036662158,0.216660081202034,0.0718378385056699,0.0238507209179286,0,0.0040000000000191
1,255,"ssa",1093,721,"1",1,0,0.0210145999159456,0.00044161340962726,0.0768785403147448,0.00547901358739751,0.00231350369482774,0,0.163000000000011
1,255,"stine",1093,721,"1",1,0,0.403870279189011,0.163111202412209,0.346635057451123,0.156408324126607,0.0507300210636481,0,0.00100000000009004
1,255,"locf",1093,721,"1",1,0,0.214529276917547,0.0460228106547657,0.242890892778592,0.0685827435109485,0.00157781264455095,1e-14,1e-14
1,255,"SMA",1093,721,"1",1,0,0.115145827840882,0.0132585616691621,0.129371191227882,0.0369115454096482,0.0156715978036244,0.00500000000000012,0.208999999999946
1,255,"seadec",1093,721,"1",1,0,0.0864978245998021,0.00748187366049812,0.161039167545071,0.0324195748522398,0.0159734102648271,0,0.00999999999999091
1,255,"seasplit",1093,721,"1",1,0,0.211393506539954,0.0446872146072575,0.241682035848295,0.0687348294264656,0.0102658016147766,0,0.0040000000000191
1,255,"SMA2",1093,721,"1",1,0,0.166564093728316,0.0277435973195353,0.202430982781484,0.0631868261237166,0.0190608020507525,0,0.00300000000004275
1,270,"ssa",1078,711,"1",1,0,0.0329074693264436,0.00108290153747083,0.10178543332367,0.0101603591739655,0.0041454946975327,0.00100000000000011,0.180000000000064
1,270,"stine",1078,711,"1",1,0,0.1891849197858,0.0357909338743594,0.19501871761299,0.0662891667422252,0.0321005824567482,0,0.000999999999976353
1,270,"locf",1078,711,"1",1,0,0.204492965359701,0.0418173728816037,0.189420812863291,0.0672592474755984,0.0273344295722557,1e-14,1e-14
1,270,"SMA",1078,711,"1",1,0,0.204636625185525,0.041876148367321,0.188481801568969,0.0666890120085119,0.0273705961364587,0.00500000000000012,0.231999999999971
1,270,"seadec",1078,711,"1",1,0,0.206247548896703,0.0425380514258981,0.188368924300238,0.0670609956880547,0.0273904497939867,0,0.00999999999999091
1,270,"seasplit",1078,711,"1",1,0,0.208958756287013,0.0436637618290154,0.18937254975803,0.068465695924082,0.0282168142970673,0,0.0040000000000191
1,270,"SMA2",1078,711,"1",1,0,0.149855904642793,0.02245679215631,0.183433507086244,0.0484932785395116,0.0279426050625283,0,0.0040000000000191
1,285,"ssa",1063,705,"-1",1,0,0.0259290458711111,0.000672315419786182,0.0868350137428469,0.00678217890480129,0.00308783071643633,0,0.175999999999931
1,285,"stine",1063,705,"-1",1,0,0.209839463885257,0.0440326006036523,0.188767838047951,0.0683236760928377,0.0273523032780031,0,0.000999999999976353
1,285,"locf",1063,705,"-1",1,0,0.218786302148392,0.0478674460077676,0.191128761927246,0.0724314753270971,0.0273113983938969,1e-14,0.000999999999986353
1,285,"SMA",1063,705,"-1",1,0,0.219714622783664,0.0482745154649676,0.19005585721273,0.0719488334224116,0.0274908421134882,0.01,0.304000000000087
1,285,"seadec",1063,705,"-1",1,0,0.216463675756218,0.0468565229218931,0.189513035909763,0.0706689233532639,0.0275465184519276,0,0.0109999999999673
1,285,"seasplit",1063,705,"-1",1,0,0.215150621786208,0.0462897900549919,0.190803232783509,0.0711381453311924,0.029216800976713,0,0.0040000000000191
1,285,"SMA2",1063,705,"-1",1,0,0.138300789827052,0.0191271084667864,0.188873309650716,0.0476813034991307,0.0308651935561694,0,0.00499999999999545
1,300,"ssa",1048,693,"-1",1,0,0.026210799825345,0.000687006027484308,0.0890629155991053,0.00714346001131879,0.0032235964857064,0,0.168000000000006
1,300,"stine",1048,693,"-1",1,0,0.209342904041795,0.0438244514726521,0.188956004798941,0.0683175561193168,0.0272105467600377,0,0.000999999999976353
1,300,"locf",1048,693,"-1",1,0,0.210575015450596,0.0443418371320188,0.189052305273946,0.0687273458618157,0.027338564858241,1e-14,0.000999999999986353
1,300,"SMA",1048,693,"-1",1,0,0.21235413767524,0.0450942797877947,0.189240876236453,0.0693449106146974,0.0273643654751239,0.0139999999999998,0.313999999999965
1,300,"seadec",1048,693,"-1",1,0,0.210914955921535,0.0444851186313832,0.189096857402856,0.0688492945404181,0.0273245006290549,0,0.00900000000001455
1,300,"seasplit",1048,693,"-1",1,0,0.213984683916934,0.0457894449510302,0.190552907959389,0.0706710178420651,0.0285924651114413,0,0.0040000000000191
1,300,"SMA2",1048,693,"-1",1,0,0.128981702772118,0.0166362796499951,0.194961105958584,0.0477292805267846,0.0333296095746448,0,0.00499999999999545
1,315,"ssa",1033,685,"1",1,0,0.0262847919216425,0.000690890286364043,0.0931144963174572,0.00753489409188613,0.003354536980129,0,0.158000000000015
1,315,"stine",1033,685,"1",1,0,0.144086686057576,0.0207609730990545,0.216867978775042,0.0623001389608767,0.0423566463645166,0,0
1,315,"locf",1033,685,"1",1,0,0.206732350792602,0.0427382648642353,0.189661274986057,0.0680609481580063,0.0271317102595688,1e-14,0.000999999999986353
1,315,"SMA",1033,685,"1",1,0,0.207488972059621,0.0430516735263584,0.189354110784535,0.0680709378609382,0.0271830410654641,0.0220000000000002,0.357999999999947
1,315,"seadec",1033,685,"1",1,0,0.208188599568422,0.0433424929902607,0.189276902307477,0.0682157724819346,0.0272438173361516,0,0.00999999999999091
1,315,"seasplit",1033,685,"1",1,0,0.211719342176098,0.0448250798514797,0.190520704667194,0.0700112496843265,0.0284665579992994,0,0.0040000000000191
1,315,"SMA2",1033,685,"1",1,0,0.123043114921004,0.0151396081294635,0.202548876187015,0.0492334843593284,0.0352672259722311,0,0.00499999999999545
1,330,"ssa",1018,675,"1",1,0,0.022893313465492,0.000524103801429278,0.0850612282330729,0.00699476703779076,0.00294339420063535,0.00100000000000033,0.16599999999994
1,330,"stine",1018,675,"1",1,0,0.132839385483751,0.0176463023357007,0.230736732626982,0.0606657764081102,0.0370237630405066,0,0.000999999999976353
1,330,"locf",1018,675,"1",1,0,0.205457988237369,0.0422129849305469,0.190512981655395,0.0682706872088022,0.0271401471088658,1e-14,1e-14
1,330,"SMA",1018,675,"1",1,0,0.206626329589215,0.042694440079511,0.189794498752402,0.0681255126081669,0.0271499917038921,0.0100000000000002,0.425999999999931
1,330,"seadec",1018,675,"1",1,0,0.207231647095239,0.0429449555578059,0.189681623801963,0.0682215173723132,0.0271920619679983,0,0.00999999999999091
1,330,"seasplit",1018,675,"1",1,0,0.208570209505876,0.0435015322933249,0.19025378874413,0.0689687205265956,0.0281350561370103,0,0.00300000000004275
1,330,"SMA2",1018,675,"1",1,0,0.12175442147499,0.0148241391487096,0.211935375177104,0.0522836670961319,0.0365658966136254,0,0.00599999999997181
1,345,"ssa",1003,665,"1",1,0,0.0261667930445773,0.000684701058237741,0.0878641071116901,0.00780921994336224,0.00346217959646421,0,0.160999999999945
1,345,"stine",1003,665,"1",1,0,0.133590863317865,0.0178465187620126,0.228484450317849,0.0625200872067382,0.0419890103139317,0,0.000999999999976353
1,345,"locf",1003,665,"1",1,0,0.206530402326168,0.0426548070850087,0.190178016521611,0.0683531985425108,0.0271101121760956,1e-14,0.000999999999986353
1,345,"SMA",1003,665,"1",1,0,0.211177306291127,0.0445958546923765,0.190062763007046,0.0695773472568574,0.0271776754817839,0.0229999999999997,0.492999999999938
1,345,"seadec",1003,665,"1",1,0,0.207825534794857,0.0431914529127685,0.189753456301327,0.0684372938289029,0.0271712737314192,0,0.00999999999999091
1,345,"seasplit",1003,665,"1",1,0,0.210850998365465,0.0444581435117135,0.190653234533004,0.0698692970367157,0.02818270452979,0,0.00299999999992906
1,345,"SMA2",1003,665,"1",1,0,0.126789809180428,0.0160756557120093,0.22476494982708,0.0575024074665177,0.0372125332506971,0,0.00700000000006185
1,360,"ssa",988,658,"-1",1,0,0.0226808602565396,0.000514421421976679,0.0924662316526103,0.0076017621010333,0.00307579346650538,0,0.200000000000045
1,360,"stine",988,658,"-1",1,0,0.407499773456393,0.166056065367011,0.247241569736618,0.170010394093529,0.0498680640446514,0,0
1,360,"locf",988,658,"-1",1,0,0.209617707029886,0.0439395831004671,0.189867443978772,0.0690179018753984,0.0271096027549028,1e-14,1e-14
1,360,"SMA",988,658,"-1",1,0,0.208602464703902,0.0435149882805429,0.189839530961933,0.0687141586491415,0.0271414739924516,0.0289999999999999,0.533999999999992
1,360,"seadec",988,658,"-1",1,0,0.209716354142533,0.0439809491948363,0.189890138011761,0.0690602798202146,0.0271430308238932,0,0.00999999999999091
1,360,"seasplit",988,658,"-1",1,0,0.211594298162694,0.044772147014963,0.191224961305345,0.070449918974449,0.0282671598410347,0,0.00300000000004275
1,360,"SMA2",988,658,"-1",1,0,0.141689625852012,0.0200759500740832,0.244786815379231,0.0663024915816512,0.0374322355306266,0,0.00699999999994816
1,375,"ssa",973,649,"1",1,0,0.0265193036147485,0.000703273464211212,0.0867512901870279,0.008196555153258,0.00357831080435198,0,0.173999999999978
1,375,"stine",973,649,"1",1,0,0.140115547070239,0.0196323665307924,0.248663269015053,0.0656387695048557,0.0326895350412071,0,0.000999999999976353
1,375,"locf",973,649,"1",1,0,0.206331457327021,0.0425726702826924,0.1908011538747,0.0687176335198987,0.0271679349576561,1e-14,1e-14
1,375,"SMA",973,649,"1",1,0,0.209836450899841,0.0440313361262414,0.190320427347455,0.0693820452667692,0.0272104620172621,0.0409999999999999,0.619000000000028
1,375,"seadec",973,649,"1",1,0,0.207507699113919,0.0430594451915527,0.190359842381644,0.0687576563052456,0.0272592009582781,0,0.00900000000001455
1,375,"seasplit",973,649,"1",1,0,0.211438582655292,0.0447062742352786,0.192261458027654,0.0710876480872219,0.0290048234510261,0,0.00700000000006185
1,375,"SMA2",973,649,"1",1,0,0.166358737584526,0.0276752295707171,0.275158194406669,0.0793540775703837,0.0353583914131747,0,0.0080000000000382
1,390,"ssa",958,639,"-1",1,0,0.0268151705023275,0.000719053369068896,0.0908626595832931,0.00866643469743187,0.00373121971668199,0.00099999999999989,0.160999999999945
1,390,"stine",958,639,"-1",1,0,0.209421887730526,0.0438575270606169,0.190385790674631,0.0693168805746855,0.0272014519569599,0,0.000999999999976353
1,390,"locf",958,639,"-1",1,0,0.212283924860764,0.0450644647542905,0.190903909160197,0.0704710575334713,0.0271946680230142,1e-14,1e-14
1,390,"SMA",958,639,"-1",1,0,0.212914956899474,0.0453327788715048,0.191206459593605,0.0708492321143168,0.0272429489559101,0.0409999999999999,0.692000000000007
1,390,"seadec",958,639,"-1",1,0,0.21105573136676,0.0445445217427579,0.190633774300918,0.0699410537684499,0.0272816870863765,0,0.00900000000001455
1,390,"seasplit",958,639,"-1",1,0,0.221873123731205,0.0492276830342427,0.219291587701259,0.0788788358540844,0.01253492492973,0,0.0040000000000191
1,390,"SMA2",958,639,"-1",1,0,0.201489668939249,0.0405980866892482,0.32296693758381,0.0980280346626873,0.030115834438113,0,0.00900000000001455
1,405,"ssa",943,630,"1",1,0,0.0353439059124204,0.00124919168514603,0.094565167892742,0.0109729706469428,0.00493445038840227,0.00500000000000034,0.192999999999984
1,405,"stine",943,630,"1",1,0,0.210724319939215,0.0444047390138447,0.277484933292592,0.0966105065440875,0.0471458676005147,0,0.000999999999976353
1,405,"locf",943,630,"1",1,0,0.292451200719901,0.0855277048025117,0.431487529409698,0.132471439410503,0.0274556997385658,1e-14,1e-14
