14.3; 16.7; 33.3; 100; 33.3;
100; 62.5; 100; 100; 92.9;
100; 66.7; 100; 100; 93.7;
26.1; 57.1; 100; 100; 93.3;
100; 33.3; 100; 100; 80;
50; 66.7; 100; 100; 83.3;
9.1; 60; 100; 100; 87.5;
54.5; 62.5; 100; 100; 91.7;
22.2; 60; 100; 100; 90.9;
100; 66.7; 100; 100; 83.3;
53.3; 100; 100; 100; 68.4;
61.5; 100; 100; 100; 91.7;
100; 44.4; 100; 100; 100;
58.8; 0; 0; 100; 87.5;
55; 100; 100; 100; 100;
52.9; 100; 100; 100; 88.2;
66.7; 40; 100; 100; 100;
100; 100; 100; 100; 100;
14.3; 62.5; 100; 100; 100;
66.7; 57.1; 100; 100; 100;
20; 35.7; 100; 100; 100;
50; 0; 100; 100; 100;
66.7; 100; 100; 100; 91.7;
11.1; 100; 100; 100; 100;
50; 66.7; 100; 100; 100;
15.4; 25; 100; 100; 100;
100; 66.7; 100; 100; 100;
92.3; 88.9; 100; 100; 100;
0; 100; 100; 100; 91.7;
100; 60; 100; 100; 100;
50; 33.3; 100; 100; 100;
66.7; 75; 100; 100; 90.9;
57.1; 80; 100; 100; 100;
100; 80; 100; 100; 100;
100; 66.7; 100; 100; 100;
0; 75; 100; 100; 75;
25; 0; 100; 100; 100;
100; 60; 100; 100; 100;
60; 75; 100; 100; 87.5;
50; 100; 100; 100; 73.7;
58.3; 33.3; 100; 100; 79.3;
50; 25; 100; 100; 100;
54.5; 30; 100; 100; 84.6;
7.7; 0; 100; 100; 88.9;
25; 0; 0; 100; 100;
100; 50; 0; 100; 92.3;
50; 50; 100; 100; 100;
100; 60; 100; 100; 45.5;
50; 66.7; 100; 100; 100;
7.1; 11.1; 0; 100; 78.6;
10; 66.7; 100; 100; 87.5;
60; 50; 100; 100; 100;
42.9; 57.1; 100; 100; 100;
0; 50; 100; 100; 100;
18.2; 75; 100; 100; 91.7;
66.7; 70.6; 100; 100; 95;
4.5; 42.9; 100; 100; 100;
50; 77.8; 100; 100; 100;
50; 0; 100; 100; 100;
0; 33.3; 100; 100; 86.7;
60; 100; 100; 100; 100;
0; 80; 100; 100; 100;
100; 45.5; 100; 100; 92.3;
38.5; 14.3; 100; 100; 100;
57.1; 60; 100; 100; 100;
40; 70; 100; 100; 100;
44.4; 75; 100; 100; 84.6;
45.5; 100; 100; 100; 100;
12.5; 100; 100; 100; 93.8;
14.3; 50; 100; 100; 100;
92.9; 66.7; 100; 100; 100;
10; 21.4; 100; 100; 90.9;
60; 0; 100; 100; 84.6;
37.5; 50; 100; 100; 84.2;
100; 50; 100; 100; 91.7;
6.7; 28.6; 100; 100; 100;
28.6; 25; 100; 100; 100;
50; 66.7; 100; 100; 85.2;
0; 100; 100; 100; 100;
28.6; 75; 100; 100; 78.6;
14.3; 0; 100; 100; 90;
100; 100; 100; 100; 100;
50; 62.5; 100; 100; 81;
55.6; 100; 100; 100; 100;
75; 66.7; 100; 100; 100;
11.1; 0; 100; 100; 100;
50; 0; 100; 100; 87.1;
50; 14.3; 100; 100; 100;
9.1; 50; 100; 100; 82.5;
7.7; 0; 100; 100; 100;
11.1; 0; 100; 100; 87.5;
16.7; 0; 100; 100; 82.4;
12.5; 50; 100; 100; 88.2;
11.1; 0; 100; 100; 91.7;
0; 0; 100; 100; 100;
11.1; 0; 100; 100; 40;
14.3; 33.3; 100; 100; 83.3;
14.3; 0; 100; 100; 90.9;
0; 20; 100; 100; 100;
0; 12.5; 100; 100; 100;
0; 50; 100; 100; 83.3;
0; 50; 100; 100; 81.2;
0; 12.5; 100; 100; 83.3;
0; 50; 100; 100; 75;
9.1; 12.5; 100; 100; 50;
0; 13.6; 100; 100; 63.6;
14.3; 66.7; 100; 100; 85.7;
25; 14.3; 100; 100; 75;
33.3; 25; 100; 100; 66.7;
14.3; 0; 100; 100; 64.7;
0; 22.2; 100; 100; 62.5;
0; 11.1; 100; 100; 60;
0; 33.3; 100; 100; 33.3;
0; 14.3; 100; 100; 62.5;
20; 25; 100; 100; 75;
25; 22.2; 100; 100; 85.7;
14.3; 0; 100; 100; 75;
14.3; 33.3; 100; 100; 40;
0; 50; 100; 100; 25;
0; 33.3; 100; 100; 33.3;
0; 0; 100; 100; 40;
