0;rede;SMA;1.050307157;406;1.007;1.007;0.0423559013427496
1;rede;SMA;1.012663463;198;0.055;1.062;0.0260920139484302
2;rede;ssa;1.053921004;115;0.88;1.942;0.0189752485931269
3;rede;SMA;.933141646;27;0.294;2.236;0.0044156703260322
4;rede;SMA;.971982315;346;0.199;2.435;0.0427559244477954
5;rede;SMA;.991892873;29;0.163;2.598;0.0044156703260322
6;rede;ssa;1.070798855;488;0.718;3.316;0.0468428353029938
7;rede;ssa;1.176747222;332;0.612;3.928;0.0377148729094167
9;rede;SMA;.758961305;211;0.238;6.871;0.0262853423085934
8;rede;ssa;1.134520514;583;2.705;6.633;0.0657184273159393
10;rede;ssa;1.905476257;263;0.409;7.280;0.0351769567303275
11;rede;seadec;1.082182415;132;1.575;8.855;0.0194549251238626
12;rede;seadec;.984216575;150;0.084;8.939;0.0196202016385114
13;rede;ssa;1.252119627;343;0.013;8.952;0.0377148729094167
14;rede;ssa;1.211448938;549;0.225;9.177;0.0639327156526897
15;rede;seadec;1.052759893;74;0.39;9.567;0.00929623085818988
16;rede;seadec;1.093301860;89;1.974;11.541;0.0240361194750053
17;rede;ssa;1.142385412;586;0.238;11.779;0.0658004472335592
18;rede;seadec;.868630996;157;1.404;13.183;0.0200366493973128
19;rede;ssa;1.194592737;335;0.276;13.459;0.0377148729094167
20;rede;ssa;.967404479;523;3.24;16.699;0.0482841409439691
21;rede;ssa;1.254304205;421;0.49;17.189;0.0450325086617828
22;rede;ssa;1.103523399;597;2.086;19.275;0.0658004472335592
23;rede;SMA;.833865054;215;0.268;19.543;0.0262853423085934
24;rede;ssa;1.151785586;255;1.184;20.727;0.034465109395276
25;rede;SMA;.821142569;214;0.804;21.531;0.0262853423085934
26;rede;seadec;.986693130;148;1.766;23.297;0.0196202016385114
27;rede;ssa;1.274933742;441;2.016;25.313;0.0464705153781347
29;rede;SMA;.980591040;418;0.059;26.876;0.0423559013427496
28;rede;ssa;1.086634050;499;1.504;26.817;0.0472776063296307
31;rede;seadec;.984292196;85;0.087;28.167;0.0240361194750053
30;rede;ssa;1.284619343;343;1.204;28.080;0.0377148729094167
32;rede;ssa;1.939659832;272;0.574;28.741;0.0351994025147571
33;rede;ssa;1.104836745;556;0.974;29.715;0.0650104625049824
34;rede;seadec;.878810601;161;0.676;30.391;0.0200366493973128
35;rede;ssa;1.193032467;497;0.148;30.539;0.0472776063296307
36;rede;SMA;.965467030;366;0.282;30.821;0.0400802183599336
37;rede;seadec;1.023516192;66;0.612;31.433;0.00929623085818988
38;rede;SMA;.981835691;235;0.041;31.474;0.0294444332989678
39;rede;ssa;1.816801787;557;0.394;31.868;0.0650104625049824
40;rede;ssa;1.288722661;242;3.202;35.070;0.034465109395276
43;rede;ssa;.962329344;519;0.02;35.787;0.0482841409439691
41;rede;ssa;1.307711953;331;0.514;35.584;0.0377148729094167
42;rede;ssa;1.210221292;502;0.183;35.767;0.0472776063296307
44;rede;seadec;.785414629;78;0.711;36.498;0.0240361194750053
45;rede;SMA;.896109021;177;0.185;36.683;0.0303277073168743
46;rede;SMA;1.009476390;217;2.369;39.052;0.0262853423085934
47;rede;ssa;1.214478758;120;1.014;40.066;0.0189752485931269
48;rede;ssa;1.182938133;583;0.213;40.279;0.0657184273159393
50;rede;SMA;.808682324;211;0.194;40.621;0.0262853423085934
51;rede;SMA;.866470256;35;0.14;40.761;0.00572928357269349
49;rede;ssa;1.296968256;442;0.148;40.427;0.0464705153781347
52;rede;ssa;1.139378071;570;1.412;42.173;0.0650104625049824
53;rede;SMA;1.018671943;374;0.251;42.424;0.0400802183599336
54;rede;SMA;.797320508;38;0.941;43.365;0.00572928357269349
55;rede;SMA;.774225976;213;1.774;45.139;0.0262853423085934
57;rede;seadec;1.036922856;145;0.176;46.337;0.0196202016385114
58;rede;SMA;.974297636;16;0.145;46.482;0.0044156703260322
56;rede;ssa;1.474501254;454;1.022;46.161;0.0462637861154206
59;rede;seadec;1.017059977;153;0.31;46.792;0.0200366493973128
60;rede;SMA;.820837548;14;0.275;47.067;0.00312822529954525
61;rede;ssa;1.303202247;499;1.217;48.284;0.0472776063296307
62;rede;ssa;1.088003178;447;1.747;50.031;0.0464705153781347
63;rede;SMA;.962202670;395;1.444;51.475;0.0386866425310276
64;rede;ssa;1.064793308;593;1.931;53.406;0.0658004472335592
65;rede;ssa;1.220787703;253;2.275;55.681;0.034465109395276
66;rede;ssa;1.303209512;325;0.21;55.891;0.0369276456170677
67;rede;ssa;1.079885892;524;1.545;57.436;0.0482841409439691
68;rede;ssa;1.003325931;518;1.257;58.693;0.0482841409439691
69;rede;SMA;1.067393455;232;1.085;59.778;0.0294444332989678
70;rede;ssa;1.152990254;117;0.078;59.856;0.0189752485931269
71;rede;seadec;.987738027;154;1.879;61.735;0.0200366493973128
72;rede;SMA;.972137628;230;0.491;62.226;0.0294444332989678
73;rede;SMA;.765567773;415;0.343;62.569;0.0423559013427496
74;rede;SMA;.981640381;42;1.793;64.362;0.00572928357269349
75;rede;SMA;.793404252;202;0.206;64.568;0.0260920139484302
76;rede;SMA;.994607068;198;0.013;64.581;0.0260920139484302
77;rede;SMA;.986543964;227;1.821;66.402;0.0294444332989678
78;rede;seadec;.820433679;147;0.891;67.293;0.0196202016385114
79;rede;SMA;.878946072;349;0.801;68.094;0.0427559244477954
