1;roundrobin;ssa;1.377283199;;0.118;.194;0.0450325086617828
6;roundrobin;SMA;.999472595;;0.123;.679;0.0427559244477954
3;roundrobin;ssa;1.725581863;;0.014;.223;0.0656320663227048
2;roundrobin;ssa;1.794127284;;0.015;.209;0.0351994025147571
4;roundrobin;seadec;1.754347079;;0.044;.267;0.0196202016385114
9;roundrobin;SMA;1.389698801;;0.015;.844;0.0294444332989678
8;roundrobin;ssa;1.858644203;;0.096;.829;0.034465109395276
5;roundrobin;SMA;2.920839921;;0.289;.556;0.0303277073168743
0;roundrobin;SMA;8.995013014;;0.076;.076;0.0423559013427496
7;roundrobin;SMA;8.848906273;;0.054;.733;0.00312822529954525
0;roundrobin;SMA;.747774927;;0.076;.076;0.0423559013427496
1;roundrobin;SMA;.863818413;;0.118;.194;0.0260920139484302
2;roundrobin;ssa;1.021559787;;0.015;.209;0.0189752485931269
7;roundrobin;ssa;1.112266068;;0.054;.733;0.0377148729094167
9;roundrobin;SMA;.894447736;;0.015;.844;0.0262853423085934
8;roundrobin;ssa;1.107481136;;0.096;.829;0.0657184273159393
10;roundrobin;ssa;1.093835586;;0.139;.983;0.0351769567303275
15;roundrobin;seadec;.787279577;;0.104;1.834;0.00929623085818988
16;roundrobin;seadec;.768435067;;0.188;2.022;0.0240361194750053
18;roundrobin;seadec;.862298331;;0.034;2.121;0.0200366493973128
17;roundrobin;ssa;1.048941434;;0.065;2.087;0.0658004472335592
23;roundrobin;SMA;.759423318;;0.057;2.566;0.0262853423085934
25;roundrobin;SMA;.866514471;;0.006;2.583;0.0262853423085934
24;roundrobin;ssa;.936748856;;0.011;2.577;0.034465109395276
26;roundrobin;seadec;.885995415;;0.058;2.641;0.0196202016385114
31;roundrobin;seadec;.749415766;;0.004;3.402;0.0240361194750053
32;roundrobin;ssa;1.034758293;;0.032;3.434;0.0351994025147571
34;roundrobin;seadec;.868633758;;0.02;3.586;0.0200366493973128
33;roundrobin;ssa;1.017817041;;0.132;3.566;0.0650104625049824
39;roundrobin;ssa;1.025871604;;0.024;3.890;0.0650104625049824
40;roundrobin;ssa;1.072905693;;0.108;3.998;0.034465109395276
41;roundrobin;ssa;1.215667150;;0.103;4.101;0.0377148729094167
42;roundrobin;ssa;1.051339782;;0.129;4.230;0.0472776063296307
47;roundrobin;ssa;1.052609895;;0.099;4.668;0.0189752485931269
48;roundrobin;ssa;1.050382554;;0.051;4.719;0.0657184273159393
50;roundrobin;SMA;.873596790;;0.042;4.962;0.0262853423085934
49;roundrobin;ssa;1.173922916;;0.201;4.920;0.0464705153781347
55;roundrobin;SMA;.740667317;;0.098;5.715;0.0262853423085934
57;roundrobin;seadec;.881414870;;0.031;5.767;0.0196202016385114
56;roundrobin;ssa;1.024675721;;0.021;5.736;0.0462637861154206
58;roundrobin;SMA;.892546427;;0.111;5.878;0.0044156703260322
63;roundrobin;SMA;.625477483;;0.157;6.257;0.0386866425310276
64;roundrobin;ssa;.860876423;;0.483;6.740;0.0658004472335592
65;roundrobin;ssa;1.100606094;;0.043;6.783;0.034465109395276
66;roundrobin;ssa;1.158772993;;0.273;7.056;0.0369276456170677
71;roundrobin;seadec;.740778106;;0.231;7.744;0.0200366493973128
72;roundrobin;SMA;.671983234;;0.291;8.035;0.0294444332989678
73;roundrobin;SMA;.878771179;;0.029;8.064;0.0423559013427496
74;roundrobin;SMA;.867543131;;0.039;8.103;0.00572928357269349
79;roundrobin;SMA;.824372134;;0.276;8.657;0.0427559244477954
80;roundrobin;ssa;.951967937;;0.039;8.696;0.0656320663227048
81;roundrobin;SMA;.880116167;;0.101;8.797;0.0386866425310276
82;roundrobin;ssa;1.007362725;;0.082;8.879;0.0650104625049824
87;roundrobin;seadec;.806626824;;0.123;9.474;0.00853866866997741
88;roundrobin;seadec;.692527897;;0.135;9.609;0.0200421445003984
89;roundrobin;SMA;.880751202;;0.21;9.819;0.0400802183599336
90;roundrobin;ssa;1.147643215;;0.104;9.923;0.0354027676498525
95;roundrobin;SMA;1.041995554;;0.026;10.192;0.0303277073168743
97;roundrobin;SMA;.892657150;;0.021;10.258;0.0386866425310276
98;roundrobin;ssa;1.114867373;;0.013;10.271;0.0369276456170677
96;roundrobin;ssa;1.286503982;;0.045;10.237;0.0377148729094167
103;roundrobin;ssa;1.229500612;;0.038;10.631;0.034465109395276
105;roundrobin;SMA;.884811338;;0.269;11.025;0.0262853423085934
104;roundrobin;ssa;1.353752900;;0.125;10.756;0.0464705153781347
106;roundrobin;seadec;.893091592;;0.02;11.045;0.0200421445003984
111;roundrobin;seadec;.809064312;;0.184;11.749;0.00853866866997741
112;roundrobin;seadec;.749681657;;0.004;11.753;0.00853866866997741
113;roundrobin;seadec;.888299631;;0.013;11.766;0.0194549251238626
119;roundrobin;SMA;.746560920;;0.03;12.082;0.0303277073168743
120;roundrobin;seadec;.745460831;;0.024;12.106;0.00929623085818988
114;roundrobin;ssa;1.258919651;;0.142;11.908;0.0468428353029938
121;roundrobin;ssa;1.156470465;;0.074;12.180;0.0369276456170677
122;roundrobin;ssa;1.220319951;;0.171;12.351;0.0468428353029938
127;roundrobin;seadec;.736027733;;0.136;12.931;0.0240361194750053
128;roundrobin;ssa;.957923097;;0.009;12.940;0.0354027676498525
129;roundrobin;SMA;.865289877;;0.119;13.059;0.0262853423085934
130;roundrobin;SMA;.866952678;;0.026;13.085;0.0260920139484302
135;roundrobin;ssa;.951218234;;0.091;13.388;0.0482841409439691
137;roundrobin;SMA;.882958098;;0.01;13.414;0.0262853423085934
136;roundrobin;ssa;1.126890670;;0.016;13.404;0.0450325086617828
138;roundrobin;ssa;1.006222422;;0.207;13.621;0.0650104625049824
143;roundrobin;ssa;.954290258;;0.118;14.199;0.0351994025147571
145;roundrobin;seadec;.909280568;;0.081;14.302;0.0200421445003984
144;roundrobin;ssa;1.186185225;;0.022;14.221;0.0463158279553995
146;roundrobin;SMA;.882259327;;0.058;14.360;0.0303277073168743
151;roundrobin;SMA;.712458861;;0.024;14.857;0.0303277073168743
152;roundrobin;SMA;.736349060;;0.174;15.031;0.0044156703260322
153;roundrobin;SMA;.865137773;;0.285;15.316;0.00572928357269349
154;roundrobin;ssa;1.124353623;;0.192;15.508;0.0377148729094167
159;roundrobin;SMA;.681244629;;0.003;15.843;0.027678078136308
160;roundrobin;SMA;.689998296;;0.15;15.993;0.0303277073168743
161;roundrobin;seadec;.890901972;;0.098;16.091;0.0200366493973128
162;roundrobin;seadec;.882131356;;0.162;16.253;0.0194549251238626
168;roundrobin;SMA;.793270589;;0.035;17.081;0.027678078136308
167;roundrobin;seadec;.853422329;;0.211;17.046;0.0200421445003984
169;roundrobin;SMA;.869811000;;0.26;17.341;0.0303277073168743
170;roundrobin;SMA;.861359181;;0.095;17.436;0.00572928357269349
175;roundrobin;ssa;.958612720;;0.152;18.177;0.0482841409439691
176;roundrobin;ssa;1.148626779;;0.193;18.370;0.0482841409439691
178;roundrobin;ssa;1.177396495;;0.044;18.482;0.0369276456170677
177;roundrobin;ssa;1.298718108;;0.068;18.438;0.0468428353029938
183;roundrobin;SMA;.813701372;;0.094;18.785;0.0262853423085934
184;roundrobin;SMA;.704540158;;0.132;18.917;0.00572928357269349
186;roundrobin;SMA;.855407062;;0.076;19.047;0.0427559244477954
185;roundrobin;ssa;1.108784703;;0.054;18.971;0.0351769567303275
191;roundrobin;SMA;.741997820;;0.08;19.545;0.0303277073168743
192;roundrobin;SMA;.716429656;;0.012;19.557;0.0400802183599336
194;roundrobin;SMA;.858698832;;0.035;19.715;0.0044156703260322
193;roundrobin;ssa;1.044256107;;0.123;19.680;0.0472776063296307
199;roundrobin;SMA;.732756929;;0.006;19.998;0.0044156703260322
200;roundrobin;ssa;1.019862997;;0.008;20.006;0.0462637861154206
202;roundrobin;SMA;.857680703;;0.067;20.176;0.00312822529954525
201;roundrobin;ssa;1.127670627;;0.103;20.109;0.0360930160445306
207;roundrobin;ssa;1.152571022;;0.041;20.603;0.0354027676498525
208;roundrobin;ssa;1.081189607;;0.04;20.643;0.0656320663227048
210;roundrobin;ssa;1.047249695;;0.015;20.758;0.0482841409439691
209;roundrobin;ssa;1.268366861;;0.1;20.743;0.0472776063296307
215;roundrobin;SMA;.803862461;;0.016;21.134;0.0260920139484302
216;roundrobin;seadec;.743587534;;0.066;21.200;0.0196202016385114
217;roundrobin;SMA;.870500262;;0.218;21.418;0.0386866425310276
218;roundrobin;ssa;1.205299148;;0.154;21.572;0.0468428353029938
224;roundrobin;SMA;.799370349;;0.157;22.085;0.0303277073168743
223;roundrobin;ssa;1.098912909;;0.11;21.928;0.0351994025147571
225;roundrobin;SMA;.880815559;;0.032;22.117;0.0385801680617862
226;roundrobin;ssa;1.089804262;;0.187;22.304;0.0354027676498525
232;roundrobin;seadec;.786258026;;0.025;23.068;0.0240361194750053
231;roundrobin;ssa;.960831419;;0.459;23.043;0.0482841409439691
233;roundrobin;ssa;1.122108986;;0.05;23.118;0.0351994025147571
234;roundrobin;ssa;1.108973005;;0.059;23.177;0.0656320663227048
239;roundrobin;seadec;.853215959;;0.105;23.518;0.0200366493973128
240;roundrobin;seadec;.780318247;;0.153;23.671;0.0200421445003984
241;roundrobin;SMA;.870826519;;0.107;23.778;0.0400802183599336
242;roundrobin;seadec;.889267113;;0.132;23.910;0.0200366493973128
247;roundrobin;SMA;.867593689;;0.276;24.501;0.0303277073168743
