0;rede;SMA;1.174028675;406;0.038;.038;0.0423559013427496;pc2
1;rede;SMA;1.234339157;198;0.059;.097;0.0260920139484302;pc2
3;rede;SMA;1.173150228;27;0.007;.111;0.0044156703260322;pc2
2;rede;ssa;1.466662715;115;0.007;.104;0.0189752485931269;pc2
4;rede;SMA;1.510632700;346;0.022;.133;0.0427559244477954;pc2
5;rede;SMA;1.509882520;29;0.145;.278;0.0044156703260322;pc2
9;rede;SMA;.924572227;211;0.007;.421;0.0262853423085934;pc1
7;rede;ssa;1.697146690;332;0.027;.366;0.0377148729094167;pc2
11;rede;seadec;1.239020242;132;0.038;.529;0.0194549251238626;pc1
6;rede;ssa;2.261073623;488;0.061;.339;0.0468428353029938;pc2
12;rede;seadec;1.237816063;150;0.062;.591;0.0196202016385114;pc1
8;rede;ssa;1.953085728;583;0.048;.414;0.0657184273159393;pc2
10;rede;ssa;2.076434116;263;0.07;.491;0.0351769567303275;pc3
13;rede;ssa;1.741140089;343;0.221;.812;0.0377148729094167;pc1
15;rede;seadec;1.469832135;74;0.052;.917;0.00929623085818988;pc1
14;rede;ssa;1.772668829;549;0.053;.865;0.0639327156526897;pc1
16;rede;seadec;1.438573027;89;0.094;1.011;0.0240361194750053;pc5
18;rede;seadec;1.325817279;157;0.017;1.061;0.0200366493973128;pc5
25;rede;SMA;1.161881501;214;0.003;1.291;0.0262853423085934;pc2
26;rede;seadec;1.125122632;148;0.029;1.320;0.0196202016385114;pc2
24;rede;ssa;1.555441795;255;0.005;1.288;0.034465109395276;pc2
17;rede;ssa;2.953335922;586;0.033;1.044;0.0658004472335592;pc5
20;rede;ssa;2.550180491;523;0.118;1.208;0.0482841409439691;pc3
29;rede;SMA;1.405074152;418;0.05;1.627;0.0423559013427496;pc2
21;rede;ssa;2.785863818;421;0.032;1.240;0.0450325086617828;pc3
27;rede;ssa;1.767994712;441;0.198;1.518;0.0464705153781347;pc2
30;rede;ssa;1.561420670;343;0.072;1.699;0.0377148729094167;pc2
28;rede;ssa;2.201363895;499;0.059;1.577;0.0472776063296307;pc2
31;rede;seadec;2.142170904;85;0.002;1.701;0.0240361194750053;pc1
34;rede;seadec;1.669133589;161;0.01;1.793;0.0200366493973128;pc1
33;rede;ssa;2.244599243;556;0.066;1.783;0.0650104625049824;pc1
32;rede;ssa;2.627626158;272;0.016;1.717;0.0351994025147571;pc1
23;rede;SMA;4.173066703;215;0.028;1.283;0.0262853423085934;pc3
22;rede;ssa;4.466900134;597;0.015;1.255;0.0658004472335592;pc3
19;rede;ssa;4.984483788;335;0.029;1.090;0.0377148729094167;pc5
41;rede;ssa;1.600382035;331;0.051;2.050;0.0377148729094167;pc2
42;rede;ssa;1.600194872;502;0.065;2.115;0.0472776063296307;pc2
44;rede;seadec;1.313948302;78;0.028;2.206;0.0240361194750053;pc5
45;rede;SMA;1.162643949;177;0.015;2.221;0.0303277073168743;pc2
36;rede;SMA;2.413874348;366;0.015;1.859;0.0400802183599336;pc1
37;rede;seadec;2.466848569;66;0.036;1.895;0.00929623085818988;pc1
43;rede;ssa;1.607977588;519;0.063;2.178;0.0482841409439691;pc2
38;rede;SMA;2.664054930;235;0.038;1.933;0.0294444332989678;pc1
46;rede;SMA;1.640075215;217;0.065;2.286;0.0262853423085934;pc2
35;rede;ssa;3.496743931;497;0.051;1.844;0.0472776063296307;pc1
50;rede;SMA;1.315607941;211;0.021;2.483;0.0262853423085934;pc5
47;rede;ssa;1.923721320;120;0.05;2.336;0.0189752485931269;pc2
51;rede;SMA;1.309298652;35;0.109;2.592;0.00572928357269349;pc5
40;rede;ssa;3.163977820;242;0.054;1.999;0.034465109395276;pc1
48;rede;ssa;1.918403117;583;0.026;2.362;0.0657184273159393;pc2
53;rede;SMA;2.006935754;374;0.028;2.781;0.0400802183599336;pc3
57;rede;seadec;1.348762028;145;0.015;2.885;0.0196202016385114;pc1
39;rede;ssa;4.522077148;557;0.012;1.945;0.0650104625049824;pc1
52;rede;ssa;2.450449063;570;0.161;2.753;0.0650104625049824;pc3
59;rede;seadec;1.413412707;153;0.039;2.979;0.0200366493973128;pc1
56;rede;ssa;1.998535462;454;0.01;2.870;0.0462637861154206;pc1
58;rede;SMA;2.072241074;16;0.055;2.940;0.0044156703260322;pc1
64;rede;ssa;1.611683723;593;0.242;3.371;0.0658004472335592;pc2
65;rede;ssa;1.585827010;253;0.022;3.393;0.034465109395276;pc2
55;rede;SMA;3.294207715;213;0.049;2.860;0.0262853423085934;pc3
66;rede;ssa;1.645244696;325;0.137;3.530;0.0369276456170677;pc2
54;rede;SMA;3.836905330;38;0.03;2.811;0.00572928357269349;pc3
67;rede;ssa;1.609040491;524;0.057;3.587;0.0482841409439691;pc2
71;rede;seadec;.983082721;154;0.116;3.875;0.0200366493973128;pc1
72;rede;SMA;1.068473684;230;0.145;4.020;0.0294444332989678;pc1
69;rede;SMA;1.809090078;232;0.042;3.670;0.0294444332989678;pc2
68;rede;ssa;2.086542139;518;0.041;3.628;0.0482841409439691;pc2
73;rede;SMA;1.344454044;415;0.014;4.034;0.0423559013427496;pc1
70;rede;ssa;1.992890327;117;0.089;3.759;0.0189752485931269;pc2
74;rede;SMA;1.360883930;42;0.019;4.053;0.00572928357269349;pc1
75;rede;SMA;1.371751124;202;0.003;4.056;0.0260920139484302;pc1
76;rede;SMA;1.541035703;198;0.018;4.074;0.0260920139484302;pc1
77;rede;SMA;1.517979356;227;0.078;4.152;0.0294444332989678;pc1
78;rede;seadec;1.570487752;147;0.041;4.193;0.0196202016385114;pc1
