0;roundrobin;SMA;0:00.01 ;406;0.076;.076;0.0423559013427496
1;roundrobin;ssa;0:00.01 ;435;0.118;.194;0.0450325086617828
2;roundrobin;ssa;0:00.01 ;280;0.015;.209;0.0351994025147571
3;roundrobin;ssa;0:00.03 ;528;0.014;.223;0.0656320663227048
4;roundrobin;seadec;0:00.02 ;137;0.044;.267;0.0196202016385114
5;roundrobin;SMA;0:00.01 ;173;0.289;.556;0.0303277073168743
6;roundrobin;SMA;0:00.01 ;351;0.123;.679;0.0427559244477954
7;roundrobin;SMA;0:00.01 ;11;0.054;.733;0.00312822529954525
8;roundrobin;ssa;0:00.01 ;245;0.096;.829;0.034465109395276
9;roundrobin;SMA;0:00.01 ;231;0.015;.844;0.0294444332989678
0;roundrobin;SMA;0:00.92 ;406;0.076;.076;0.0423559013427496
2;roundrobin;ssa;0:01.03 ;280;0.015;.209;0.0351994025147571
4;roundrobin;seadec;0:01.00 ;137;0.044;.267;0.0196202016385114
6;roundrobin;SMA;0:00.81 ;351;0.123;.679;0.0427559244477954
5;roundrobin;SMA;0:01.22 ;173;0.289;.556;0.0303277073168743
8;roundrobin;ssa;0:00.92 ;245;0.096;.829;0.034465109395276
7;roundrobin;SMA;0:01.44 ;11;0.054;.733;0.00312822529954525
3;roundrobin;ssa;0:02.86 ;528;0.014;.223;0.0656320663227048
1;roundrobin;ssa;0:08.02 ;435;0.118;.194;0.0450325086617828
9;roundrobin;SMA;0:07.70 ;231;0.015;.844;0.0294444332989678
0;roundrobin;SMA;0:00.72 ;406;0.076;.076;0.0423559013427496
4;roundrobin;seadec;0:01.10 ;137;0.044;.267;0.0196202016385114
2;roundrobin;ssa;0:01.29 ;280;0.015;.209;0.0351994025147571
6;roundrobin;SMA;0:00.99 ;351;0.123;.679;0.0427559244477954
8;roundrobin;ssa;0:01.01 ;245;0.096;.829;0.034465109395276
7;roundrobin;SMA;0:17.86 ;11;0.054;.733;0.00312822529954525
5;roundrobin;SMA;0:17.86 ;173;0.289;.556;0.0303277073168743
3;roundrobin;ssa;0:17.86 ;528;0.014;.223;0.0656320663227048
1;roundrobin;ssa;0:21.09 ;435;0.118;.194;0.0450325086617828
9;roundrobin;SMA;0:21.66 ;231;0.015;.844;0.0294444332989678
3;roundrobin;ssa;0:00.83 ;528;0.014;.223;0.0656320663227048
4;roundrobin;seadec;0:00.93 ;137;0.044;.267;0.0196202016385114
0;roundrobin;SMA;0:01.47 ;406;0.076;.076;0.0423559013427496
7;roundrobin;SMA;0:00.92 ;11;0.054;.733;0.00312822529954525
8;roundrobin;ssa;0:00.85 ;245;0.096;.829;0.034465109395276
9;roundrobin;SMA;0:00.85 ;231;0.015;.844;0.0294444332989678
5;roundrobin;SMA;0:01.48 ;173;0.289;.556;0.0303277073168743
2;roundrobin;ssa;0:03.05 ;280;0.015;.209;0.0351994025147571
1;roundrobin;ssa;0:06.97 ;435;0.118;.194;0.0450325086617828
6;roundrobin;SMA;0:07.79 ;351;0.123;.679;0.0427559244477954
3;roundrobin;ssa;0:00.87 ;301;0.014;.223;0.0360930160445306
1;roundrobin;ssa;0:01.07 ;560;0.118;.194;0.0650104625049824
4;roundrobin;ssa;0:01.07 ;551;0.044;.267;0.0639327156526897
0;roundrobin;SMA;0:01.54 ;406;0.076;.076;0.0423559013427496
8;roundrobin;ssa;0:00.89 ;566;0.096;.829;0.0650104625049824
6;roundrobin;SMA;0:01.12 ;28;0.123;.679;0.0044156703260322
9;roundrobin;ssa;0:01.00 ;570;0.015;.844;0.0650104625049824
5;roundrobin;SMA;0:01.62 ;198;0.289;.556;0.0260920139484302
7;roundrobin;SMA;0:01.55 ;21;0.054;.733;0.0044156703260322
13;roundrobin;SMA;0:00.67 ;408;0.442;1.625;0.0423559013427496
11;roundrobin;SMA;0:01.47 ;42;0.076;1.059;0.00572928357269349
14;roundrobin;seadec;0:01.52 ;48;0.105;1.730;0.00853866866997741
12;roundrobin;seadec;0:01.52 ;123;0.124;1.183;0.0194549251238626
2;roundrobin;ssa;0:02.96 ;581;0.015;.209;0.0657184273159393
10;roundrobin;ssa;0:02.13 ;115;0.139;.983;0.0189752485931269
18;roundrobin;ssa;0:00.87 ;244;0.034;2.121;0.034465109395276
19;roundrobin;seadec;0:00.86 ;137;0.059;2.180;0.0196202016385114
16;roundrobin;seadec;0:01.33 ;61;0.188;2.022;0.00929623085818988
15;roundrobin;SMA;0:01.60 ;27;0.104;1.834;0.0044156703260322
23;roundrobin;SMA;0:00.68 ;369;0.057;2.566;0.0400802183599336
24;roundrobin;ssa;0:00.99 ;531;0.011;2.577;0.0656320663227048
22;roundrobin;seadec;0:01.40 ;132;0.029;2.509;0.0194549251238626
21;roundrobin;SMA;0:01.53 ;30;0.064;2.480;0.0044156703260322
20;roundrobin;SMA;0:01.83 ;346;0.236;2.416;0.0427559244477954
28;roundrobin;ssa;0:00.97 ;472;0.117;3.154;0.0463158279553995
29;roundrobin;ssa;0:00.99 ;109;0.1;3.254;0.0189752485931269
25;roundrobin;SMA;0:01.96 ;29;0.006;2.583;0.0044156703260322
27;roundrobin;seadec;0:01.57 ;163;0.396;3.037;0.0200366493973128
33;roundrobin;seadec;0:00.76 ;141;0.132;3.566;0.0196202016385114
34;roundrobin;SMA;0:00.86 ;408;0.02;3.586;0.0423559013427496
26;roundrobin;ssa;0:02.41 ;421;0.058;2.641;0.0450325086617828
38;roundrobin;SMA;0:00.67 ;235;0.075;3.866;0.0294444332989678
17;roundrobin;ssa;0:04.19 ;307;0.065;2.087;0.0360930160445306
31;roundrobin;SMA;0:02.19 ;1;0.004;3.402;0.00312822529954525
32;roundrobin;ssa;0:02.13 ;107;0.032;3.434;0.0189752485931269
39;roundrobin;ssa;0:01.20 ;496;0.024;3.890;0.0472776063296307
43;roundrobin;ssa;0:00.91 ;294;0.125;4.355;0.0354027676498525
44;roundrobin;seadec;0:00.87 ;67;0.055;4.410;0.00929623085818988
30;roundrobin;ssa;0:02.72 ;488;0.144;3.398;0.0468428353029938
35;roundrobin;ssa;0:02.37 ;332;0.102;3.688;0.0377148729094167
48;roundrobin;ssa;0:00.97 ;533;0.051;4.719;0.0656320663227048
49;roundrobin;SMA;0:00.85 ;42;0.201;4.920;0.00572928357269349
36;roundrobin;ssa;0:02.84 ;300;0.03;3.718;0.0354027676498525
47;roundrobin;seadec;0:01.62 ;74;0.099;4.668;0.00929623085818988
53;roundrobin;seadec;0:00.65 ;46;0.056;5.558;0.00853866866997741
54;roundrobin;SMA;0:00.84 ;185;0.059;5.617;0.027678078136308
41;roundrobin;SMA;0:03.12 ;362;0.103;4.101;0.0400802183599336
45;roundrobin;SMA;0:02.68 ;211;0.03;4.440;0.0262853423085934
42;roundrobin;ssa;0:03.23 ;563;0.129;4.230;0.0650104625049824
40;roundrobin;ssa;0:03.60 ;583;0.108;3.998;0.0657184273159393
58;roundrobin;ssa;0:00.89 ;327;0.111;5.878;0.0369276456170677
63;roundrobin;SMA;0:00.74 ;357;0.157;6.257;0.0427559244477954
59;roundrobin;ssa;0:00.74 ;449;0.077;5.955;0.0464705153781347
46;roundrobin;ssa;0:04.08 ;497;0.129;4.569;0.0472776063296307
55;roundrobin;seadec;0:02.41 ;132;0.098;5.715;0.0194549251238626
64;roundrobin;ssa;0:01.08 ;323;0.483;6.740;0.0369276456170677
68;roundrobin;SMA;0:00.62 ;17;0.081;7.251;0.0044156703260322
51;roundrobin;SMA;0:04.41 ;17;0.218;5.180;0.0044156703260322
50;roundrobin;ssa;0:04.41 ;263;0.042;4.962;0.0351769567303275
69;roundrobin;seadec;0:00.85 ;81;0.084;7.335;0.0240361194750053
37;roundrobin;ssa;0:06.67 ;321;0.073;3.791;0.0369276456170677
73;roundrobin;seadec;0:00.66 ;159;0.029;8.064;0.0200366493973128
56;roundrobin;seadec;0:04.18 ;84;0.021;5.736;0.0240361194750053
74;roundrobin;seadec;0:00.92 ;150;0.039;8.103;0.0196202016385114
65;roundrobin;ssa;0:03.06 ;343;0.043;6.783;0.0377148729094167
78;roundrobin;SMA;0:00.63 ;14;0.081;8.381;0.00312822529954525
60;roundrobin;seadec;0:04.38 ;150;0.009;5.964;0.0196202016385114
61;roundrobin;SMA;0:04.52 ;404;0.111;6.075;0.0386866425310276
79;roundrobin;SMA;0:00.85 ;420;0.276;8.657;0.0423559013427496
83;roundrobin;seadec;0:00.64 ;102;0.006;8.885;0.0200421445003984
62;roundrobin;ssa;0:05.06 ;590;0.025;6.100;0.0658004472335592
66;roundrobin;seadec;0:04.16 ;146;0.273;7.056;0.0196202016385114
84;roundrobin;ssa;0:02.54 ;548;0.228;9.113;0.0639327156526897
75;roundrobin;seadec;0:02.54 ;74;0.005;8.108;0.00929623085818988
88;roundrobin;ssa;0:00.86 ;247;0.135;9.609;0.034465109395276
70;roundrobin;ssa;0:04.32 ;549;0.178;7.513;0.0639327156526897
89;roundrobin;seadec;0:00.87 ;88;0.21;9.819;0.0240361194750053
71;roundrobin;ssa;0:04.58 ;590;0.231;7.744;0.0658004472335592
94;roundrobin;SMA;;373;0.068;10.166;0.0400802183599336
93;roundrobin;ssa;;472;0.026;10.098;0.0463158279553995
99;roundrobin;SMA;0:00.85 ;420;0.035;10.306;0.0423559013427496
98;roundrobin;ssa;0:01.01 ;511;0.013;10.271;0.0482841409439691
85;roundrobin;ssa;0:02.96 ;586;0.08;9.193;0.0658004472335592
80;roundrobin;seadec;0:04.09 ;89;0.039;8.696;0.0240361194750053
76;roundrobin;ssa;0:04.95 ;566;0.035;8.143;0.0650104625049824
103;roundrobin;ssa;0:01.10 ;440;0.038;10.631;0.0464705153781347
104;roundrobin;ssa;0:01.17 ;431;0.125;10.756;0.0450325086617828
108;roundrobin;SMA;0:00.66 ;223;0.057;11.332;0.0262853423085934
81;roundrobin;SMA;0:04.97 ;365;0.101;8.797;0.0400802183599336
109;roundrobin;ssa;0:01.00 ;589;0.076;11.408;0.0658004472335592
90;roundrobin;seadec;0:03.95 ;157;0.104;9.923;0.0200366493973128
