3;random;SMA;0:00.81 ;27;0.001;.022;0.0044156703260322
1;random;SMA;0:01.09 ;198;0.012;.020;0.0260920139484302
4;random;SMA;0:01.10 ;346;0.004;.026;0.0427559244477954
26;random;seadec;0:00.92 ;148;0.006;.264;0.0196202016385114
10;random;ssa;0:01.76 ;263;0.014;.097;0.0351769567303275
15;random;seadec;0:01.53 ;74;0.01;.182;0.00929623085818988
2;random;ssa;0:02.09 ;115;0.001;.021;0.0189752485931269
21;random;ssa;0:01.50 ;421;0.006;.247;0.0450325086617828
14;random;ssa;0:01.82 ;549;0.011;.172;0.0639327156526897
16;random;seadec;0:01.86 ;89;0.019;.201;0.0240361194750053
13;random;ssa;0:01.98 ;343;0.044;.161;0.0377148729094167
45;random;SMA;0:00.90 ;177;0.003;.444;0.0303277073168743
46;random;SMA;0:00.95 ;217;0.013;.457;0.0262853423085934
53;random;SMA;0:00.93 ;374;0.006;.556;0.0400802183599336
18;random;seadec;0:02.56 ;157;0.003;.211;0.0200366493973128
57;random;seadec;0:01.44 ;145;0.003;.577;0.0196202016385114
48;random;ssa;0:01.85 ;583;0.005;.472;0.0657184273159393
37;random;seadec;0:02.38 ;66;0.007;.378;0.00929623085818988
72;random;SMA;0:01.02 ;230;0.029;.802;0.0294444332989678
23;random;SMA;0:03.06 ;215;0.006;.256;0.0262853423085934
8;random;ssa;0:03.79 ;583;0.01;.082;0.0657184273159393
56;random;ssa;0:02.01 ;454;0.002;.574;0.0462637861154206
39;random;ssa;0:02.72 ;557;0.002;.388;0.0650104625049824
43;random;ssa;0:02.59 ;519;0.013;.435;0.0482841409439691
58;random;SMA;0:02.45 ;16;0.011;.588;0.0044156703260322
30;random;ssa;0:03.76 ;343;0.014;.340;0.0377148729094167
78;random;seadec;0:01.98 ;147;0.008;.838;0.0196202016385114
67;random;ssa;0:02.46 ;524;0.011;.716;0.0482841409439691
83;random;ssa;0:01.89 ;479;0.001;.889;0.0463158279553995
106;random;seadec;0:00.91 ;97;0.002;1.102;0.0200421445003984
7;random;ssa;0:05.12 ;332;0.005;.072;0.0377148729094167
69;random;SMA;0:02.79 ;232;0.008;.732;0.0294444332989678
38;random;SMA;0:04.26 ;235;0.008;.386;0.0294444332989678
62;random;ssa;0:03.44 ;447;0.002;.610;0.0464705153781347
73;random;SMA;0:03.07 ;415;0.003;.805;0.0423559013427496
109;random;SMA;0:01.57 ;389;0.008;1.139;0.0385801680617862
66;random;ssa;0:03.45 ;325;0.027;.705;0.0369276456170677
113;random;seadec;0:01.51 ;129;0.001;1.174;0.0194549251238626
119;random;SMA;0:01.36 ;172;0.003;1.205;0.0303277073168743
12;random;seadec;0:06.00 ;150;0.012;.117;0.0196202016385114
98;random;ssa;0:02.70 ;330;0.001;1.026;0.0369276456170677
17;random;ssa;0:06.03 ;586;0.007;.208;0.0658004472335592
120;random;seadec;0:02.09 ;68;0.002;1.207;0.00929623085818988
137;random;SMA;0:01.56 ;213;0.001;1.340;0.0262853423085934
75;random;SMA;;202;0.001;.810;0.0260920139484302
40;random;ssa;0:05.73 ;242;0.011;.399;0.034465109395276
81;random;SMA;0:04.18 ;397;0.01;.880;0.0386866425310276
117;random;SMA;0:02.79 ;189;0.001;1.200;0.027678078136308
121;random;ssa;0:02.69 ;322;0.007;1.214;0.0369276456170677
82;random;ssa;0:02.69 ;558;0.008;.888;0.0650104625049824
25;random;SMA;0:06.76 ;214;0.001;.258;0.0262853423085934
47;random;ssa;0:05.99 ;120;0.01;.467;0.0189752485931269
140;random;SMA;0:02.18 ;370;0.005;1.374;0.0400802183599336
86;random;ssa;0:04.44 ;540;0.016;.936;0.0656320663227048
6;random;ssa;0:08.10 ;488;0.012;.067;0.0468428353029938
141;random;seadec;0:02.81 ;103;0.01;1.384;0.0200421445003984
144;random;ssa;0:02.84 ;472;0.002;1.421;0.0463158279553995
94;random;SMA;0:04.94 ;183;0.007;1.016;0.027678078136308
145;random;seadec;0:02.87 ;94;0.008;1.429;0.0200421445003984
135;random;ssa;0:03.38 ;519;0.009;1.337;0.0482841409439691
90;random;ssa;;288;0.01;.992;0.0354027676498525
91;random;ssa;0:05.57 ;254;0.004;.996;0.034465109395276
20;random;ssa;0:08.44 ;523;0.024;.241;0.0482841409439691
9;random;SMA;0:09.11 ;211;0.001;.083;0.0262853423085934
168;random;SMA;0:02.67 ;184;0.003;1.704;0.027678078136308
50;random;SMA;0:07.67 ;211;0.004;.496;0.0262853423085934
96;random;ssa;0:05.89 ;333;0.004;1.023;0.0377148729094167
49;random;ssa;0:07.92 ;442;0.02;.492;0.0464705153781347
156;random;ssa;0:03.61 ;553;0.018;1.573;0.0639327156526897
