0;random;SMA;0:00.65 ;406;0.453;.453;0.0423559013427496
1;random;ssa;0:00.96 ;560;0.709;1.162;0.0650104625049824
2;random;ssa;0:00.99 ;581;0.087;1.249;0.0657184273159393
3;random;ssa;0:01.80 ;301;0.084;1.333;0.0360930160445306
4;random;ssa;0:02.71 ;551;0.262;1.595;0.0639327156526897
5;random;SMA;0:01.48 ;198;1.737;3.332;0.0260920139484302
6;random;SMA;0:01.60 ;28;0.738;4.070;0.0044156703260322
9;random;ssa;0:00.87 ;570;0.088;5.056;0.0650104625049824
8;random;ssa;0:01.00 ;566;0.574;4.968;0.0650104625049824
7;random;SMA;0:01.90 ;21;0.324;4.394;0.0044156703260322
10;random;ssa;0:00.82 ;115;0.834;5.890;0.0189752485931269
11;random;SMA;0:01.45 ;42;0.457;6.347;0.00572928357269349
12;random;seadec;0:01.51 ;123;0.743;7.090;0.0194549251238626
14;random;seadec;0:01.40 ;48;0.633;10.377;0.00853866866997741
13;random;SMA;0:01.40 ;408;2.654;9.744;0.0423559013427496
15;random;SMA;0:01.29 ;27;0.621;10.998;0.0044156703260322
16;random;seadec;0:00.65 ;61;1.126;12.124;0.00929623085818988
17;random;ssa;0:02.12 ;307;0.393;12.517;0.0360930160445306
19;random;seadec;0:01.58 ;137;0.353;13.072;0.0196202016385114
18;random;ssa;0:03.25 ;244;0.202;12.719;0.034465109395276
20;random;SMA;0:01.33 ;346;1.419;14.491;0.0427559244477954
22;random;seadec;0:00.66 ;132;0.176;15.052;0.0194549251238626
21;random;SMA;0:01.21 ;30;0.385;14.876;0.0044156703260322
25;random;SMA;0:00.63 ;29;0.036;15.492;0.0044156703260322
23;random;SMA;0:01.34 ;369;0.34;15.392;0.0400802183599336
24;random;ssa;0:02.94 ;531;0.064;15.456;0.0656320663227048
27;random;seadec;0:00.65 ;163;2.375;18.214;0.0200366493973128
29;random;ssa;0:00.82 ;109;0.598;19.516;0.0189752485931269
31;random;SMA;0:00.62 ;1;0.022;20.399;0.00312822529954525
26;random;ssa;0:06.36 ;421;0.347;15.839;0.0450325086617828
32;random;ssa;0:02.45 ;107;0.194;20.593;0.0189752485931269
33;random;seadec;0:01.23 ;141;0.792;21.385;0.0196202016385114
30;random;ssa;0:02.45 ;488;0.861;20.377;0.0468428353029938
34;random;SMA;0:01.28 ;408;0.122;21.507;0.0423559013427496
35;random;ssa;0:01.16 ;332;0.614;22.121;0.0377148729094167
37;random;ssa;0:01.14 ;321;0.435;22.737;0.0369276456170677
38;random;SMA;0:01.36 ;235;0.451;23.188;0.0294444332989678
28;random;ssa;0:07.89 ;472;0.704;18.918;0.0463158279553995
41;random;SMA;0:01.38 ;362;0.617;24.594;0.0400802183599336
36;random;ssa;0:04.22 ;300;0.181;22.302;0.0354027676498525
42;random;ssa;0:00.99 ;563;0.775;25.369;0.0650104625049824
40;random;ssa;0:03.31 ;583;0.648;23.977;0.0657184273159393
44;random;seadec;0:00.69 ;67;0.333;26.454;0.00929623085818988
43;random;ssa;0:01.09 ;294;0.752;26.121;0.0354027676498525
45;random;SMA;0:00.70 ;211;0.181;26.635;0.0262853423085934
47;random;seadec;0:00.70 ;74;0.597;28.008;0.00929623085818988
46;random;ssa;0:01.95 ;497;0.776;27.411;0.0472776063296307
49;random;SMA;0:01.29 ;42;1.205;29.522;0.00572928357269349
