0;leastconn;SMA;0:00.90 ;406;0.453;.453;0.0423559013427496
3;leastconn;ssa;0:00.87 ;301;0.084;1.333;0.0360930160445306
2;leastconn;ssa;0:01.14 ;581;0.087;1.249;0.0657184273159393
4;leastconn;ssa;0:00.98 ;551;0.262;1.595;0.0639327156526897
1;leastconn;ssa;0:01.62 ;560;0.709;1.162;0.0650104625049824
5;leastconn;SMA;0:00.88 ;198;1.737;3.332;0.0260920139484302
7;leastconn;SMA;0:00.79 ;21;0.324;4.394;0.0044156703260322
6;leastconn;SMA;0:01.37 ;28;0.738;4.070;0.0044156703260322
8;leastconn;ssa;0:00.85 ;566;0.574;4.968;0.0650104625049824
9;leastconn;ssa;0:00.99 ;570;0.088;5.056;0.0650104625049824
11;leastconn;SMA;0:00.69 ;42;0.457;6.347;0.00572928357269349
10;leastconn;ssa;0:01.62 ;115;0.834;5.890;0.0189752485931269
12;leastconn;seadec;0:00.97 ;123;0.743;7.090;0.0194549251238626
13;leastconn;SMA;0:00.62 ;408;2.654;9.744;0.0423559013427496
14;leastconn;seadec;0:00.86 ;48;0.633;10.377;0.00853866866997741
15;leastconn;SMA;0:01.42 ;27;0.621;10.998;0.0044156703260322
16;leastconn;seadec;0:00.72 ;61;1.126;12.124;0.00929623085818988
18;leastconn;ssa;0:00.85 ;244;0.202;12.719;0.034465109395276
19;leastconn;seadec;0:00.86 ;137;0.353;13.072;0.0196202016385114
17;leastconn;ssa;0:03.42 ;307;0.393;12.517;0.0360930160445306
21;leastconn;SMA;0:00.85 ;30;0.385;14.876;0.0044156703260322
20;leastconn;SMA;0:01.44 ;346;1.419;14.491;0.0427559244477954
22;leastconn;seadec;0:00.91 ;132;0.176;15.052;0.0194549251238626
23;leastconn;SMA;0:00.63 ;369;0.34;15.392;0.0400802183599336
24;leastconn;ssa;0:00.98 ;531;0.064;15.456;0.0656320663227048
25;leastconn;SMA;0:01.42 ;29;0.036;15.492;0.0044156703260322
26;leastconn;ssa;0:00.99 ;421;0.347;15.839;0.0450325086617828
27;leastconn;seadec;0:01.00 ;163;2.375;18.214;0.0200366493973128
28;leastconn;ssa;0:00.97 ;472;0.704;18.918;0.0463158279553995
29;leastconn;ssa;;109;0.598;19.516;0.0189752485931269
31;leastconn;SMA;0:00.82 ;1;0.022;20.399;0.00312822529954525
32;leastconn;ssa;0:00.65 ;107;0.194;20.593;0.0189752485931269
33;leastconn;seadec;0:00.65 ;141;0.792;21.385;0.0196202016385114
30;leastconn;ssa;0:01.93 ;488;0.861;20.377;0.0468428353029938
34;leastconn;SMA;0:00.86 ;408;0.122;21.507;0.0423559013427496
36;leastconn;ssa;0:01.16 ;300;0.181;22.302;0.0354027676498525
35;leastconn;ssa;0:01.81 ;332;0.614;22.121;0.0377148729094167
38;leastconn;SMA;0:00.64 ;235;0.451;23.188;0.0294444332989678
39;leastconn;ssa;0:01.16 ;496;0.141;23.329;0.0472776063296307
41;leastconn;SMA;0:00.91 ;362;0.617;24.594;0.0400802183599336
40;leastconn;ssa;0:01.62 ;583;0.648;23.977;0.0657184273159393
37;leastconn;ssa;0:03.66 ;321;0.435;22.737;0.0369276456170677
43;leastconn;ssa;0:00.88 ;294;0.752;26.121;0.0354027676498525
44;leastconn;seadec;0:00.88 ;67;0.333;26.454;0.00929623085818988
42;leastconn;ssa;0:02.40 ;563;0.775;25.369;0.0650104625049824
45;leastconn;SMA;0:01.38 ;211;0.181;26.635;0.0262853423085934
46;leastconn;ssa;0:01.10 ;497;0.776;27.411;0.0472776063296307
47;leastconn;seadec;0:00.91 ;74;0.597;28.008;0.00929623085818988
48;leastconn;ssa;0:00.83 ;533;0.309;28.317;0.0656320663227048
49;leastconn;SMA;0:00.87 ;42;1.205;29.522;0.00572928357269349
50;leastconn;ssa;0:01.77 ;263;0.253;29.775;0.0351769567303275
51;leastconn;SMA;0:00.72 ;17;1.307;31.082;0.0044156703260322
53;leastconn;seadec;0:00.64 ;46;0.335;33.348;0.00853866866997741
54;leastconn;SMA;0:00.83 ;185;0.357;33.705;0.027678078136308
56;leastconn;seadec;0:00.69 ;84;0.126;34.417;0.0240361194750053
55;leastconn;seadec;0:01.45 ;132;0.586;34.291;0.0194549251238626
58;leastconn;ssa;0:00.93 ;327;0.664;35.267;0.0369276456170677
59;leastconn;ssa;0:01.14 ;449;0.465;35.732;0.0464705153781347
57;leastconn;ssa;0:02.66 ;539;0.186;34.603;0.0656320663227048
60;leastconn;seadec;0:01.39 ;150;0.054;35.786;0.0196202016385114
61;leastconn;SMA;0:00.75 ;404;0.665;36.451;0.0386866425310276
63;leastconn;SMA;0:00.67 ;357;0.943;37.542;0.0427559244477954
62;leastconn;ssa;0:02.55 ;590;0.148;36.599;0.0658004472335592
52;leastconn;ssa;0:07.27 ;479;1.931;33.013;0.0463158279553995
64;leastconn;ssa;0:01.10 ;323;2.9;40.442;0.0369276456170677
65;leastconn;ssa;0:01.85 ;343;0.259;40.701;0.0377148729094167
66;leastconn;seadec;0:01.01 ;146;1.638;42.339;0.0196202016385114
68;leastconn;SMA;0:00.62 ;17;0.488;43.509;0.0044156703260322
69;leastconn;seadec;0:00.86 ;81;0.502;44.011;0.0240361194750053
70;leastconn;ssa;0:01.68 ;549;1.071;45.082;0.0639327156526897
67;leastconn;ssa;0:04.03 ;344;0.682;43.021;0.0377148729094167
71;leastconn;ssa;0:01.08 ;590;1.387;46.469;0.0658004472335592
73;leastconn;seadec;0:00.64 ;159;0.171;48.386;0.0200366493973128
74;leastconn;seadec;0:00.86 ;150;0.233;48.619;0.0196202016385114
72;leastconn;ssa;0:01.64 ;106;1.746;48.215;0.0189752485931269
75;leastconn;seadec;;74;0.031;48.650;0.00929623085818988
76;leastconn;ssa;0:01.23 ;566;0.211;48.861;0.0650104625049824
78;leastconn;SMA;0:00.65 ;14;0.489;50.289;0.00312822529954525
79;leastconn;SMA;0:00.88 ;420;1.656;51.945;0.0423559013427496
80;leastconn;seadec;0:01.41 ;89;0.232;52.177;0.0240361194750053
81;leastconn;SMA;0:00.86 ;365;0.605;52.782;0.0400802183599336
83;leastconn;seadec;0:00.66 ;102;0.036;53.309;0.0200421445003984
84;leastconn;ssa;0:00.98 ;548;1.37;54.679;0.0639327156526897
77;leastconn;ssa;0:07.26 ;484;0.939;49.800;0.0468428353029938
85;leastconn;ssa;0:01.65 ;586;0.483;55.162;0.0658004472335592
